state,year,state_abbr,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population,m_gdp,rpcgdp,rpcpi,pov,lab,state_area,density,refundable_eitc,eitc,ca_model,nc_model
Missouri,2009,MO,29,0.05483009141955294,0.11205823500676386,0.2524227120955101,0.07214035424405746,0.10658020817676236,0.2543944997960104,0.0038920747353503255,0.021763476734448478,0.032451626280303195,0.006273351441884434,0.021004219363981877,0.03677197853814606,7.080922140387795e-4,0.0038274892100234052,0.0077331520688840695,8.850733288956647e-4,0.003841077333533744,0.00842228801185287,5961088,266834.9,44762.78491443173,36385,10.9,65.4,69686,85.54211749849324,0,0,1,0
Mississippi,2009,MS,28,0.04072598988635158,0.07907802353271998,0.18159717504615086,0.05447695565798537,0.07494624462699753,0.17863953110308525,0.012050261358251763,0.06545819315703058,0.09901465945016416,0.018893636350731755,0.06390079134127852,0.11540557000974053,3.7954909702464604e-4,0.0025206386158591362,0.0047732608168112875,5.424544084813507e-4,0.0024577747404837275,0.0051392908008519745,2958774,98000.6,33122.02959739406,30157,17.3,59.6,47716,62.008005700394,0,0,1,0
Montana,2009,MT,30,0.06539855403859014,0.11424497602598421,0.2800671150488525,0.07599732515432193,0.10751314556567092,0.27205985475344063,1.2398600787412778e-4,0.001827269198013785,0.0022317481417343,9.857903904746225e-5,0.0015731995097471294,0.001174818238545014,0.0019685319446900453,0.015511462608055838,0.02052578197568655,0.00268297590809588,0.015173041783284654,0.021827635058364887,983982,39513.4,40156.62888142263,34689,9.9,65.1,147138,6.687477062349631,1,1,0,1
North Carolina,2009,NC,37,0.04528334952102562,0.09500552723797051,0.2214192694140662,0.0599034918640708,0.08987301639038238,0.2228896014906928,0.007729984636331446,0.03654792188339655,0.0612372039096822,0.012474646983787403,0.03544004031507902,0.07145439272025826,9.951779796024494e-4,0.00669723879382397,0.012203523421075635,0.0013070441541971345,0.006550988690909191,0.012987580593648428,9449566,431955.3,45711.654905632706,35933,11.9,64.9,52586,179.69737192408627,0,0,0,1
North Dakota,2009,ND,38,0.06145709267212859,0.1144912236378292,0.28566487409920477,0.08026551653613406,0.10829694060466068,0.26567744613274624,1.2181037282997077e-4,0.0035836310920224733,0.004928056688442151,1.2030654106663779e-4,0.00311142791833592,0.0031640620300525737,0.0013534485869996751,0.013979620071943312,0.018646010033565526,0.001909866339432875,0.013525462879416753,0.019703203763188605,664968,35244.4,53001.64819961261,40212,6.6,70,70665,9.410146465718531,0,0,1,0
Nebraska,2009,NE,31,0.05595793638490569,0.12674803040575766,0.27009797079798287,0.07418175158039216,0.12098916357686369,0.2657618568718303,0.0012848357931309557,0.010939585134300923,0.014185602226092484,0.0017454789392298599,0.01027096298690946,0.01364882883548861,6.294536882620955e-4,0.006387217180279178,0.009754601328527934,8.804628277531151e-4,0.006221164980308195,0.010315096461984804,1812683,93977.6,51844.47584050824,39535,8.4,71.4,77227,23.472140572597667,1,1,0,1
New Hampshire,2009,NH,33,0.05786405612938815,0.12103241238141117,0.2932774207470242,0.0733962869139322,0.11531173115761545,0.2972383599447459,2.963296157896576e-4,0.0031714867084770026,0.004646296411676298,2.8721178145766816e-4,0.0029693747141179027,0.003468576143794326,6.177332759922863e-4,0.004134937869557223,0.00825467934856113,7.111910778951784e-4,0.004216238559017462,0.009105677219546813,1316102,65023.4,49406.04907522365,45101,5.5,70.3,9304,141.4555030094583,0,0,1,0
New Jersey,2009,NJ,34,0.04723227483387207,0.09736303683059143,0.22530912209120516,0.06631834110321598,0.09189191103021814,0.22751445303246995,0.005210835302929484,0.02409520213458766,0.041944917094221504,0.0084371126051641,0.023286120132002347,0.04818983320621472,0.00314073207073597,0.013069004278632126,0.029419907391861806,0.0037030006617477587,0.012664349064747346,0.031209847135582454,8755602,506850.7,57888.73226535423,49854,7,67.4,7836,1117.356049004594,1,1,0,1
New Mexico,2009,NM,35,0.05411227993688145,0.11688274068858927,0.2474639164729807,0.06562788135518327,0.11196866460264669,0.2512526990841525,9.195788299500885e-4,0.005281809424774721,0.008594846234440068,0.0010393744703707086,0.004933714715519721,0.00686026427703822,0.0037028636067717923,0.022202452668447892,0.03453698494011691,0.005301448054351871,0.02193536730619864,0.0373831133315855,2036802,88069.9,43239.30357491793,32911,13.6,62.3,121666,16.74093008728815,1,1,0,1
Nevada,2009,NV,32,0.048011204377454916,0.10956525302039546,0.2510387702003788,0.05259613396829772,0.1039384802200647,0.23521370450316892,0.0032469600490191513,0.01667209875347576,0.027364680509486285,0.003947606125903977,0.01579265941933165,0.026628648267102227,0.004050784734780689,0.01448821361324411,0.031042979291643465,0.005563450188384771,0.013970830625050053,0.036867542132817316,2684665,128241.3,47768.08279617755,36231,9,68.5,110540,24.286819250949883,0,0,1,0
New York,2009,NY,36,0.04562495409711657,0.09079168217480585,0.21984039418521695,0.06351659024732188,0.08627090206248841,0.22282013227696015,0.006512589743050549,0.027899630114694797,0.04956895055934444,0.011173525796203317,0.027093707557637188,0.058967685716721535,0.0033216336443869826,0.011674948435976756,0.02854902966613363,0.004112950149960642,0.011214806019723557,0.031045887552256776,19307066,1230672.3,63742.067282517186,47027,10.8,64.2,49576,389.44380345328386,1,1,0,1
Ohio,2009,OH,39,0.05335480517822348,0.11049314695873742,0.251514108549509,0.07265942896874081,0.10527764323661173,0.25463444201422236,0.004726992072788236,0.023202048140602536,0.03422070942438894,0.0072747642098601635,0.02245227990607253,0.03835302183313996,6.432532655338377e-4,0.0031432324482760536,0.006769078322850688,7.923568744136472e-4,0.0032339609967858155,0.007254727599242807,11528896,511076.5,44330.04686658636,35755,11.1,64.9,41222,279.67823007132114,0,1,1,0
Oklahoma,2009,OK,40,0.05222575379844694,0.10341507844367237,0.23670368724533108,0.06752848364470143,0.09807826183326106,0.23471071979238062,0.0024669327184517207,0.01583237661570509,0.023691807448517472,0.0035754519347574168,0.015212079281853854,0.023691807448517472,0.0037190940753803825,0.023309837711280375,0.03345785905424293,0.004886791701680559,0.022452557744678515,0.03504141950714068,3717572,160091.6,43063.48337032881,35917,12.1,62.9,69919,53.16969636293425,0,1,1,0
Oregon,2009,OR,41,0.05837814419996849,0.11543664338602111,0.2763191198865725,0.07304022475450296,0.10967940975686603,0.2762303733655411,6.19387701517618e-4,0.004908365278580055,0.00736044740849656,7.275639342540566e-4,0.004588300162789476,0.006023998319592501,0.0019424460431654675,0.010494669957464686,0.01957595967022003,0.0025447671060232105,0.010337919445465525,0.021792259622958568,3808600,165527.2,43461.429396628686,35313,9.8,64.8,96981,39.27160990297069,1,1,0,1
Pennsylvania,2009,PA,42,0.05917900082246126,0.10370298617068258,0.25190769486797754,0.08173976529933469,0.09880169178497146,0.2539876897648967,0.003988992376799361,0.020505400786840745,0.03185036099717862,0.006618610550461685,0.01971254434209336,0.035133969292148064,9.809851819606724e-4,0.004784927722407561,0.01018445142433901,0.0011730612279698723,0.0048632423289185055,0.010884625058558327,12666858,610147.9,48168.84344957526,40530,8.6,63.6,45333,279.4180398385282,0,0,1,0
Rhode Island,2009,RI,44,0.05570846375348077,0.10647788726004749,0.26115317668363,0.08056880584181025,0.10211399274519146,0.2720325422390442,0.0018706472572381995,0.015032563118922294,0.022235171964777544,0.0028871176846872668,0.014277091167242129,0.022775201538277563,0.0010496884152742002,0.006600888723537127,0.012843972263929252,0.0013410576227689376,0.006992860979873696,0.014038870740267604,1053646,50004.3,47458.349388694114,40610,8.6,67.1,1214,867.9126853377265,1,1,0,1
South Carolina,2009,SC,45,0.04686535920827422,0.08644097264586027,0.20795547239661585,0.05934631728292205,0.08218050525156258,0.20890299337323567,0.010478287847678541,0.04667493995475255,0.07801677258102187,0.016444031554692592,0.045581009666500506,0.09051755691661989,5.577497585989327e-4,0.003065009220300697,0.00641695454688061,7.198457821917473e-4,0.003046272314347764,0.0067899496979436464,4589872,168851.8,36787.91042538877,32010,12.9,62.9,31055,147.79816454677186,0,1,1,0
South Dakota,2009,SD,46,0.059898372749722144,0.11624437624137773,0.26309339868932813,0.07765526282204575,0.10939240484371186,0.252865003772921,1.8833628434813962e-4,0.003904260736717026,0.005249873926204392,1.8214101183668767e-4,0.0036824699808070457,0.002584667691777758,0.0020233760022402105,0.023205012718894465,0.026608695436686175,0.0029687745874877798,0.022637525756845467,0.027616046747048262,807067,39987.3,49546.4440994366,39518,9,69.5,77047,10.474995781795528,0,0,1,0
Tennessee,2009,TN,47,0.051155411996062806,0.10315906120802998,0.24169971577947988,0.06720832905831714,0.09792469702358969,0.24549180711317234,0.0050163185363063445,0.029341808199436124,0.04699462529370749,0.008231342151046483,0.028812472655093492,0.05408531119237034,5.294941229958235e-4,0.00316380270976031,0.006450186718435197,6.439879105977956e-4,0.0031810877829578374,0.006910540548640909,6306019,264737.1,41981.65276698341,34446,13.1,63,42244,149.27608654483478,0,0,1,0
Texas,2009,TX,48,0.03964795080478358,0.1261656783161486,0.24372983031325882,0.05082909233743523,0.12007159491618358,0.2415495012632369,0.0035110006906364432,0.02135743506277639,0.03550453534327663,0.005322847841328686,0.020557330586324092,0.03879010849269937,0.0014550579694724097,0.008150711556328601,0.016475281735034864,0.0017568107361408732,0.007853434278315963,0.017271797756618974,24801761,1277295.4,51500.189845390414,37269,13.4,66.2,267339,92.77270057866603,0,0,1,0
Utah,2009,UT,49,0.03916764980515315,0.16521830447808106,0.26506588588396723,0.0473841539739908,0.15790654474647878,0.2604870859114327,2.004831423419295e-4,0.0037463910280489134,0.004368035643405849,2.2435018309692112e-4,0.0033931588248750375,0.002996965948342177,0.0010237124557679477,0.009349637826836173,0.014136999017045106,0.0013703353245789027,0.0090981159358028,0.014862189870754466,2723421,121431.4,44587.81804208751,31858,7.8,69.5,84916,32.07194168354609,0,0,1,0
Virginia,2009,VA,51,0.042596351699489915,0.09242579142377741,0.22626561376907234,0.05522489012970958,0.0879099846491336,0.2251094097770396,0.007299200081958764,0.03202864216558875,0.05853516120554579,0.011148839563069956,0.03127920396036456,0.06457823220144192,0.0019616608105767178,0.0093235664124002,0.02011068218180387,0.002501912392187826,0.009063912569580102,0.022636945007259077,7925937,427648.9,53955.62694984833,44087,7.5,67.4,40815,194.1917677324513,0,1,1,0
Vermont,2009,VT,50,0.06239426904197549,0.11899004028379509,0.29519203222703605,0.07912396749768333,0.11209202054361517,0.3000766624467644,2.2886701226119009e-4,0.0031305166152649495,0.0038683326477992755,2.384698239644568e-4,0.0029400608498168263,0.0029928763141847934,4.3212652664700223e-4,0.0027544064902203366,0.005455997516072706,5.281546436796694e-4,0.0030296870923806492,0.006531512426838578,624817,27222,43567.95669772109,40479,7.3,68.8,9609,65.02414403163701,1,1,0,1
Washington,2009,WA,53,0.04945851667495072,0.11059365338287969,0.26286980912874025,0.06103464815357531,0.10487990417891402,0.25779918667263796,0.001094275362036264,0.008900136274478337,0.014461652817744058,0.0012138117468420348,0.008330801121752232,0.011885246270449797,0.0033480686549801977,0.01615091041130415,0.031592101659620966,0.004829299942736522,0.01569751205337712,0.03586046549298035,6667426,370136.6,55514.16693638595,41591,8.1,66.3,68192,97.77431370248709,0,0,1,0
Wisconsin,2009,WI,55,0.05638950664495426,0.11500187678682806,0.27328732618555074,0.07366617606800459,0.10935528844661317,0.267515324740566,0.0014873182832903884,0.014196199012781905,0.018058781527902034,0.0022216287687431735,0.013662090881638252,0.019045329340810376,7.142020551521326e-4,0.00689278184963692,0.010184743557541155,9.771991567159334e-4,0.006862442814446461,0.010481783878824482,5669264,258761.2,45642.820655379604,38182,8.2,69.3,56154,100.95921928981016,1,1,0,1
West Virginia,2009,WV,54,0.06742487586421507,0.1146860413199659,0.2852181677964038,0.08775148489399413,0.10931850468807079,0.2875047016005737,0.0013908619826548145,0.00636657601710165,0.012653055702128236,0.002183707431911353,0.005752864932148124,0.009787988256145906,4.259176577234782e-4,0.0012485286357916954,0.003254725277698854,4.4702412360812327e-4,0.0012214690641447147,0.003363504755719717,1847775,68191.8,36904.81795673174,31718,13.9,55.9,24181,76.4143335676771,0,0,1,0
Wyoming,2009,WY,56,0.055643376541258296,0.12976309768134736,0.29907064558248536,0.06411705971767488,0.12159128053714292,0.27907068130627616,2.875765158944076e-4,0.0028061037668951202,0.004277923947621778,3.1258316945044306e-4,0.0024417211007928897,0.002614981486145421,9.627561619073646e-4,0.006966139204895588,0.010724281996459773,0.001221753645166303,0.006958994446736721,0.01116904319184926,559851,41546.4,74209.7450928908,44564,6.3,70.2,97914,5.717782952386789,0,0,1,0
Alaska,2010,AK,02,0.030325694485295148,0.09578812911249864,0.2500889378163595,0.02998114798412285,0.08971514688045357,0.21827441027925074,8.081436226683586e-4,0.00899742570540994,0.014368709575311422,9.552061536565348e-4,0.008491810717917258,0.010847612404794519,0.006871321685980879,0.045753254283721435,0.06750730410570574,0.008895182231484828,0.04315094778299733,0.0691796151723713,713982,54601.5,76474.61700715144,49652,7.2,71.6,589757,1.2106376015884508,0,0,1,0
Alabama,2010,AL,01,0.04844328111880981,0.08965034894893213,0.21200523078607647,0.06365209672357035,0.08517413176515626,0.21215944619533034,0.009523323931347813,0.042881914043089206,0.07253849847686163,0.015173291730000163,0.04195829329931957,0.08574000619369204,5.606503293063191e-4,0.003159117286042837,0.006663652013137983,7.395234869232438e-4,0.0030732330947104113,0.00690396057769343,4785514,184702.4,38596.14662082276,33946,14.7,59.7,51609,92.72634617992986,0,0,1,0
Arkansas,2010,AR,05,0.0571064730366003,0.10707844426998239,0.23782083355293193,0.07265165821468735,0.10155722214731153,0.23756142201329364,0.005166670203059687,0.027847041647530216,0.04316258943366833,0.007907260716810895,0.0272844129256762,0.04859962258701067,6.269682593896368e-4,0.00429877090949412,0.007900416085158169,8.073243034389482e-4,0.004229982361384231,0.008392887332571755,2921998,105662,36160.873484512995,32372,14.1,60.4,53104,55.02406598373004,0,0,1,0
Arizona,2010,AZ,04,0.05944102874483678,0.11937102779904678,0.24785004452704412,0.07036693218498404,0.11400047008572353,0.24800190156854435,0.001314585673747398,0.009515021985715761,0.014950661288253382,0.001635779703970851,0.008865454661230818,0.013329084041401255,0.0025068117169334803,0.015962313233787113,0.026020150009161365,0.003497862296097196,0.015655321660682387,0.027715548818839388,6407342,260307.1,40626.378301642086,33876,12.5,61,113909,56.24965542670026,0,0,1,0
California,2010,CA,06,0.0397889042070443,0.10859857634939328,0.23181841688873525,0.05105533158893931,0.1033655014596907,0.22406784111812708,0.0026732905407487496,0.011811155279203527,0.021514541306098277,0.003727349338349471,0.011304343165981369,0.021922584811446013,0.00738527125862986,0.0226946466396299,0.050673869325862715,0.009875601393907482,0.02162973562114227,0.05609303970707042,37319550,2036015,54556.258047055766,43246,11.8,64.3,158693,235.16821787980567,1,1,1,0
Colorado,2010,CO,08,0.046043032059782,0.12166998610610041,0.28260901005420663,0.05736538142647338,0.11494076618328258,0.27569494757742335,0.0013582856913042177,0.008976255557411245,0.015305280454494755,0.0017477824341723758,0.008450058533475422,0.013145217897276277,0.001393154168793941,0.008239064621392723,0.015559067498042116,0.0019316344063909164,0.008504342413203742,0.017066732916773898,5047539,267858.9,53067.22741518194,40790,9.4,69.4,104247,48.419033641255865,1,1,0,1
Connecticut,2010,CT,09,0.055015781578593714,0.10402850043850911,0.2485459629920096,0.07528303325935908,0.09866329456553231,0.2536384801740514,0.003529865698025773,0.019969976304582093,0.032132003677944596,0.0055557526836506645,0.019088487759602566,0.03636035475234083,0.00124246578748778,0.007078171409987726,0.015259670320490236,0.0015053756831536224,0.007176797545131236,0.01592602536954766,3579173,244354.7,68271.27383895665,61743,7.2,68,5009,714.5484128568577,1,1,0,1
Delaware,2010,DE,10,0.0539811726154814,0.08690742035487252,0.214630849655476,0.068445734827104407,0.08372839569297735,0.22104558788057982,0.007836406946280041,0.038656272960394464,0.06149300781306446,0.01116993665293165,0.03771812722101002,0.07163587495984536,0.0014227802682607734,0.006154636207312424,0.013188506158526622,0.0017562443936343921,0.006119066700605904,0.014109978691642388,899647,60577.2,67334.4100519426,40942,8.1,63.6,2057,437.35877491492465,0,1,1,0
Florida,2010,FL,12,0.07041217929843788,0.08911860639070816,0.2316070190064885,0.08666648661214127,0.08457995888071103,0.23432083689484898,0.005778635978725196,0.028535228667213232,0.047170500616492195,0.008231021063567224,0.027552481162856506,0.05188716863710521,0.0012498578621630962,0.0046191944951282605,0.010322907981755206,0.0016118948052129287,0.004531643424333562,0.011804378222111549,18846143,775039.5,41124.56856556803,38872,12,60.4,58560,321.826212431694,0,0,1,0
Georgia,2010,GA,13,0.0358709331728755,0.0868890898043895,0.19640053050752923,0.046424659930608986,0.08218418693419798,0.19380606409932077,0.008582805415328274,0.05281290795945598,0.08688661868788038,0.013884482922474177,0.0517404433944945,0.10229207382172274,0.001096352024549719,0.006471236358278534,0.013174036926099923,0.0013272984549652915,0.006195397977947138,0.013960881607881379,9712209,433727.2,44657.93518240804,34829,13.7,64.2,58876,164.96040831578233,0,0,1,0
Hawaii,2010,HI,15,0.018487482441400464,0.020153899841935947,0.09467934111630172,0.018617247456752327,0.018830589939618947,0.07685241392253982,5.469192172456972e-4,0.004557171386594174,0.00964366673411515,3.7096665405673295e-4,0.004193536089336982,0.005714059489561614,0.04466335875847872,0.10307521092313512,0.2051416271506535,0.061465362271664895,0.09725484675998018,0.21575229984662803,1364004,69628.1,51046.84443740634,41574,7.4,66.6,6450,211.47348837209302,0,1,1,0
Iowa,2010,IA,19,0.062379642974558634,0.12557382132470002,0.2761753483244991,0.08364966915441395,0.11940006929286857,0.27238161293737845,6.69656246404654e-4,0.008275154966584384,0.009799991412142117,8.738637067620203e-4,0.007646799105420545,0.008290232885005633,4.844600744914726e-4,0.004088082577170261,0.007816917358912476,6.431059987498439e-4,0.0041247940307176535,0.007726777629220219,3050819,150148.4,49215.767962635604,38312,8.2,68.6,56290,54.19824125066619,1,1,0,1
Idaho,2010,ID,16,0.05657239949351262,0.14625364220830026,0.27536208818457125,0.06581534855384356,0.1390612158370888,0.27160863218486664,1.3623466484680922e-4,0.002473232116494644,0.002885119163952053,1.1140685209435333e-4,0.0023408171151482124,0.001830255427264376,9.619185915118165e-4,0.006171939606027174,0.010099826905582374,0.0012623987868748722,0.0061579341731924555,0.010895590134827755,1570819,58281.8,37102.810699386755,32097,11.6,64,83557,18.7993704896059,0,0,1,0
Illinois,2010,IL,17,0.04538070619276674,0.10520978665625175,0.24014011866318757,0.06151101841861074,0.10003570720713179,0.23747154034349788,0.005587301785087782,0.025783173533522136,0.04054095834717296,0.008828052080343941,0.025066537284827085,0.04741683472157918,0.002026471617832421,0.007945301387129596,0.017794493925296785,0.0025172607548978646,0.007779342699239012,0.018965394381624767,12840545,698179.6,54373.050365074065,42278,10.1,66.3,56400,227.6692375886525,1,1,0,1
Indiana,2010,IN,18,0.05182438173623057,0.12001947445172254,0.2610682753632008,0.06936587086928622,0.1141896186073456,0.26115162724913354,0.003064452885770169,0.018589319403348403,0.026198684087878465,0.004634734625929524,0.01792928339718252,0.029074863397660137,5.149020384235247e-4,0.0035634857111602938,0.007129282472762345,6.729778886397234e-4,0.003614328820878954,0.007394436993446631,6490555,297517.3,45838.499173029115,35695,11,64.2,36291,178.84751040202806,1,1,0,1
Kansas,2010,KS,20,0.05387077339897686,0.12522907245161927,0.2615592810466206,0.07089158251891181,0.11876991154777057,0.25915012808464993,0.0019623785889766733,0.013501192681157037,0.019591948405081962,0.002858026509779006,0.012686013128239288,0.018144217508097568,0.0010187995099126533,0.006949318223006536,0.012472946884579672,0.0013200310957762504,0.006819169384514948,0.013205209032329392,2858266,135723.2,47484.453861187176,39960,9.5,68,82264,34.74504035787221,1,1,0,1
Kentucky,2010,KY,21,0.05426375842136442,0.1177765298275437,0.2702938324888972,0.07169129145371791,0.11196758211635188,0.27342597294125004,0.0025887301815077693,0.014760844288925929,0.024420806979200013,0.00401268125940562,0.014051398378829858,0.024401949745933276,3.9416216852663377e-4,0.0024663881315333414,0.005057877908153316,5.204136449100188e-4,0.00256228406168247,0.005343496002266548,4348464,173780.1,39963.55954654333,33409,14.5,60.3,40395,107.64857036761975,0,0,1,0
Louisiana,2010,LA,22,0.0405453903338772,0.08145516636649588,0.19857172248156343,0.05287993425214566,0.07757564688913411,0.1954266954331866,0.011208380871071054,0.05528056708624565,0.08970181323692662,0.01702050879773623,0.053892116748649785,0.10089347109283804,7.793805223081722e-4,0.0037001871437420167,0.008281853218135229,9.598130542936891e-4,0.0036082105603640335,0.008219141911286604,4544635,246836.2,54313.756770345695,38242,14.5,62.1,48523,93.65939863569854,1,1,0,1
Massachusetts,2010,MA,25,0.0532914334098842,0.10301213442900567,0.25672297317876963,0.07436388667223032,0.09873873818994768,0.267020181407277,0.002392163790425253,0.014077643289209983,0.02338710168675873,0.003716168882986824,0.013493765267024446,0.02571439014138559,0.0019566157613562295,0.008918683487551855,0.019941551281973186,0.0023422128276509037,0.009072952771973855,0.021837403524588666,6566440,425792.7,64843.766180761566,52894,8.2,67.7,8257,795.2573573937266,1,1,0,1
Maryland,2010,MD,24,0.03894617591535632,0.07712310564705817,0.19089915947805272,0.05137572934142991,0.07328603036492638,0.19130649891237952,0.010590479796793248,0.04733256587221081,0.08619271335741668,0.016410527668677913,0.04588804833623089,0.10271051744200509,0.0025753249732586325,0.009287960994917067,0.02074097081528694,0.0030890770842373805,0.009103811784996642,0.023141302214765656,5788784,325369.7,56206.9166857841,49668,6.6,69.5,10577,547.2992341873877,1,1,0,1
Maine,2010,ME,23,0.06929381290715708,0.11313138769149422,0.2896838099771702,0.08867089317900563,0.10648204987605929,0.29836078909291674,2.7341522734513815e-4,0.0038413709627002877,0.004175042989460333,2.4931250757917554e-4,0.003543853015589187,0.002915675881688787,4.745222953923885e-4,0.0030640582502479943,0.005429137627283073,6.921999832787382e-4,0.0033073450778856794,0.006411323457746049,1327651,54305,40903.0686528312,38106,8.8,64.5,33215,39.97142857142857,1,1,0,1
Michigan,2010,MI,26,0.05318904992783164,0.10512749204082734,0.24335402628797267,0.06898509829870565,0.09986922932774034,0.24357361410877565,0.0054656005909129515,0.0257545433368055,0.040200060804262416,0.008313256756678775,0.024801477525353586,0.045592262976511394,0.0010736416964571443,0.0057374278379650435,0.010622826584239062,0.0012938369524490624,0.0056290006567386785,0.01141755428977311,9877597,404216.9,40922.59483759056,35760,12.1,62.2,58216,169.67151642160232,1,1,0,1
Minnesota,2010,MN,27,0.05432528440383556,0.11397562086066218,0.2690449551811414,0.07001800436608702,0.10874377275258928,0.2658974862048747,9.354286835422922e-4,0.01277797841208345,0.016378098466296134,0.0012080737587776462,0.01212442105286942,0.015727930341442767,0.0011841608274552084,0.011051351796124749,0.01659425630218715,0.0015590478059038203,0.010883208113676426,0.01757092067045081,5310934,287140.1,54065.838513527,42724,7.5,70.4,84068,63.17426369129752,1,1,0,1
Missouri,2010,MO,29,0.05564927405180277,0.11095449050205893,0.25216153395988616,0.07257180472137754,0.1054402294562339,0.2542130378651818,0.004006111316893395,0.02159324186148671,0.03286208727055252,0.006408343838792253,0.02081206599835326,0.03712353168873911,7.453191572039708e-4,0.003926059136213622,0.007956686433440198,9.24269136098547e-4,0.0039649177989185954,0.00868699580676671,5996089,270732.9,45151.5813057478,37118,10.6,64.4,69686,86.04438481187039,0,0,1,0
Mississippi,2010,MS,28,0.04138503306554367,0.07791517918006878,0.18126886183500723,0.054837129685267196,0.07390220543557478,0.17835869003556504,0.012324720638655633,0.06492392989330492,0.10015400851338864,0.019129708831336273,0.06327578632707369,0.11637590195969522,3.99917188864932e-4,0.002555699745675559,0.004910094374397221,5.60153368915191e-4,0.0024772648088022178,0.005245715112863834,2970615,98601.1,33192.15044696132,31287,17.8,58.7,47716,62.25616145527706,0,0,1,0
Montana,2010,MT,30,0.06691126744925459,0.11311760015342222,0.27937076701018443,0.076895824291179235,0.10629132054141896,0.27185812481705407,1.2818830559284568e-4,0.0019117216597862182,0.0022347158156107113,1.0497310064296025e-4,0.0015947836443834344,0.0011890222361289151,0.002039909965379064,0.015412877373250028,0.020783664570569176,0.002743431611034288,0.015072724152897359,0.0223390833022115,990730,40793.7,41175.39592018007,36393,10,64.1,147138,6.7333387704060135,1,1,0,1
North Carolina,2010,NC,37,0.04617285802226853,0.09387643497066087,0.22116935395431198,0.0605841338727335,0.08876874676356764,0.22178598636014132,0.007952719835614824,0.03623342043196437,0.06185478933501668,0.012685039332248935,0.035115565310082336,0.07187746812238148,0.0010675135196446092,0.006829433669508008,0.012612033564688855,0.001383662959421953,0.006687913190189111,0.01334292678555501,9574586,437836.5,45729.026821629675,35872,13.3,64,52586,182.0748107861408,0,0,0,1
North Dakota,2010,ND,38,0.061468509911789815,0.11379143744664706,0.28644894716873753,0.07961147206677416,0.10756989234563218,0.2650321896044769,1.4672057289196624e-4,0.0038488214929337,0.005148558285118088,1.378284169591198e-4,0.0033286303708621834,0.0030826140567200987,0.0014271910272218534,0.013813964241676942,0.019423432609314235,0.0019221877074836384,0.01342863748458693,0.020368965190173574,674752,37917.2,56194.275822820826,44264,7.8,70.5,70665,9.548602561381164,0,0,1,0
Nebraska,2010,NE,31,0.05643173802232302,0.12603472579390695,0.26973296217569936,0.07411109914729576,0.12017385306333492,0.26533853741082025,0.0013035700328652689,0.010993167325374906,0.014567190153427733,0.001768701310839417,0.01035914584188488,0.013891082761119835,6.575240039987079e-4,0.0065736003292539156,0.010061265058693446,8.974683412850195e-4,0.006448982313533462,0.010655386914343151,1829591,97466.1,53272.0700965407,41248,8.8,70.8,77227,23.691079544718814,1,1,0,1
New Hampshire,2010,NH,33,0.05950302512061373,0.11858305735009003,0.2935790894185708,0.0747201374233278,0.11342360725603676,0.2974209584244312,3.2199099792148733e-4,0.0032388952974885463,0.0048761891454100715,3.273068870381157e-4,0.0029905673344689087,0.0035601268826790868,6.325908048787711e-4,0.004168416480167557,0.008380119485999087,7.297956344399748e-4,0.004306629597199893,0.009237496459238142,1316807,67125.8,50976.1870949957,47098,5.3,69.7,9304,141.53127687016337,0,0,1,0
New Jersey,2010,NJ,34,0.0476609279374361,0.09605803816624468,0.22477322732975047,0.06642562132569407,0.090757480210981345,0.22690745138531937,0.005335105565108551,0.023898650040780952,0.042324004077072534,0.008585990194160977,0.023101100284551843,0.04856632533097804,0.003350322650810829,0.0133524239182649,0.03007187607499604,0.003936836514005249,0.012958876639008502,0.031935742354835546,8799451,513917.9,58403.404939694534,51076,7.8,66.6,7836,1122.9518887187342,1,1,0,1
New Mexico,2010,NM,35,0.05506210846192073,0.11586766339858201,0.24732080669800746,0.0663756033815522,0.1109384127008729,0.2504380964189916,9.570796284438641e-4,0.00535644919583031,0.008852986563105743,0.0010612153167613898,0.004956374411875537,0.007074445877050141,0.003836068146394435,0.021943569112676753,0.03499637220323024,0.005467365812689442,0.021720767174881115,0.03777461549713409,2064614,87610.3,42434.227414906614,33710,15.7,60.2,121666,16.969523120674634,1,1,0,1
Nevada,2010,NV,32,0.049422697571085555,0.10766062173194059,0.24904948523265455,0.05388081997185551,0.10239583375732614,0.23393301641490435,0.0033794847183127516,0.016661344400686333,0.027885096779517206,0.004097343073018405,0.015727018449329746,0.027232363718846703,0.004295679195761824,0.014764940241992272,0.03165792347259909,0.0059671050659708125,0.014198054159822652,0.03779117204437549,2702483,129828.4,48040.41320518945,37494,11.1,66.3,110540,24.448009770218924,0,0,1,0
