state,year,state_abbr,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population,m_gdp,rpcgdp,rpcpi,pov,lab,state_area,density,refundable_eitc,eitc,ca_model,nc_model
Idaho,2014,ID,16,0.06539937558508266,0.14004183187848906,0.27091593924452656,0.07332893040763414,0.13353975621351657,0.2677013542059785,1.8930946767893114e-4,0.002636241551528934,0.0033665227342903775,1.4887443574750897e-4,0.00250329606775441,0.0021988080242708215,0.0011952840499727983,0.006375256701187565,0.010919296577480872,0.001590444589302606,0.006375256701187565,0.011574221564370121,1632248,62454,38262.56794310668,37680,10.2,61.9,83557,19.534545280467228,0,0,1,0
Illinois,2014,IL,17,0.05097557704671414,0.10000526189490924,0.2368288096041534,0.0662607608855257,0.09540591561162311,0.23374966977340947,0.006319473698752015,0.023721367297959532,0.041986739403956135,0.00991533471394694,0.023024437854227194,0.04808766596311458,0.002770178125231857,0.008501530295631572,0.019736063972224646,0.0033836002102274475,0.008273049195147384,0.021054564453245658,12885092,741194,57523.37662781143,49238,10.5,65.4,56400,228.4590780141844,1,1,0,1
Indiana,2014,IN,18,0.057921603925034176,0.11444539501781302,0.2569757606823146,0.07461515802183105,0.10894146908915817,0.25676972731582487,0.0034707298447745525,0.018380480711168358,0.02780934985178181,0.005162356263679653,0.017681271081844974,0.03034087682282298,7.186152738492718e-4,0.004239526902514987,0.00866583313359164,9.217681149796567e-4,0.004195106169342448,0.008744971777673775,6596019,316783.1,48026.408050067774,41188,10.9,64,36291,181.75357526659502,1,1,0,1
Kansas,2014,KS,20,0.0595697037177177,0.12156957207805612,0.257769755339763,0.07501186307683241,0.11527705841182606,0.25392739348990184,0.0022385634597935603,0.013252185407915817,0.020860061870640944,0.003131783362469808,0.012612940454418733,0.018642519403927343,0.0013012339322937935,0.007330468275358468,0.014079240873356788,0.0016506648664426035,0.0070833854550579785,0.01469160652422704,2901861,145344.1,50086.51344774957,47013,9.2,66,82264,35.27498055042303,1,1,0,1
Kentucky,2014,KY,21,0.06129646601125834,0.11345685027276481,0.26506115474060177,0.07805492968970738,0.10764588208445929,0.2680817624301787,0.00306566097470858,0.014676503828850041,0.025810098818381377,0.004511214872021502,0.013992101412001651,0.025493141033535945,5.524121393020409e-4,0.002815943519933928,0.005814590562989473,7.405492244495802e-4,0.002873675116459346,0.006057063268396229,4416992,181471.8,41084.9283856525,37645,14.5,59.3,40395,109.34501794776581,0,0,1,0
Louisiana,2014,LA,22,0.0451353418835981,0.07832648649207113,0.194582880787475,0.05670200506334781,0.07454167489966504,0.19192938003046964,0.013153210395833953,0.05283647780060775,0.09172141341533184,0.019248427335879212,0.051449459721589055,0.10300740130410695,0.0010566219351183766,0.0038562718658750935,0.008697059668036897,0.0012809038777529963,0.0037721123269402216,0.00870287119630094,4645938,235355.1,50658.25243470748,43085,14.9,60,48523,95.74713022690271,1,1,0,1
Massachusetts,2014,MA,25,0.059039620013055696,0.09617369987038912,0.25095005605434195,0.07891126857834836,0.09281428274093906,0.25934919016849417,0.00298010425634573,0.014506130500184483,0.026187813975269866,0.004421374916036745,0.013853345758318276,0.028036483808100206,0.0025086978836529454,0.009689330044181228,0.0228035626436836,0.0030206076574488417,0.009806553391169431,0.024947877740040304,6764864,451568.9,66752.10322040472,58924,8.3,67.5,8257,819.2883613903355,1,1,0,1
Maryland,2014,MD,24,0.043261448199213966,0.0738263884414664,0.18499600004295255,0.054920215621845674,0.07033196287825097,0.1843533894938041,0.0127678159160707,0.044828545465283594,0.08915491511500548,0.019523112503489894,0.04358610914245216,0.10412790869359792,0.003342413772738011,0.01008630108669974,0.02222123789274746,0.004081332012542147,0.009798720282198312,0.024792183439640916,5960064,339604.6,56980.02571784464,53659,7.1,68.1,10577,563.4928618700955,1,1,0,1
Maine,2014,ME,23,0.08130980899432624,0.10613746669401007,0.2828667302175378,0.09901315863604507,0.10009111962963213,0.29190883229405873,3.455484718118834e-4,0.0041969115478543316,0.0050735529969944794,3.4780204880196093e-4,0.0038776548075933523,0.0036658185705260673,7.324125217751877e-4,0.0030874004764061755,0.005987002870305893,0.001002090568254462,0.0032504092120217818,0.007106279442044385,1331217,54037.9,40592.85601070299,41797,9.7,63.1,33215,40.078789703447235,1,1,0,1
Michigan,2014,MI,26,0.06029671870804296,0.09905383922908835,0.2407482939293496,0.07494658948475101,0.0941794091904447,0.23998309308879662,0.0062970994961454516,0.02390809615715131,0.0411683086433563,0.009413681972260866,0.023001232476774897,0.04613405936126068,0.0014417994785156272,0.006129057364187171,0.012402798097831532,0.0017907713355362392,0.006068948824475311,0.01303620316203138,9932033,434313.2,43728.529697797014,41207,11.4,61,58216,170.60658581833172,1,1,0,1
Minnesota,2014,MN,27,0.060954230637679005,0.10793235968100003,0.26241260007720996,0.07544310901183184,0.10331094978327111,0.2584703076385584,0.0012102338948018997,0.013868998003728452,0.01865968292568863,0.0015454828051970917,0.01319519904487072,0.01767557698850012,0.0014963325273054551,0.01175902058901473,0.01880199865570322,0.0019707794262071848,0.011564436839600453,0.019728701469831723,5452665,314091.3,57603.26372516925,49967,7.5,69.7,84068,64.86017271732408,1,1,0,1
Missouri,2014,MO,29,0.061838745826546054,0.1061878520513671,0.24891576843540245,0.0780782059470584,0.1008963333019757,0.2502575452251396,0.004604291375164421,0.020674585295248658,0.03424220969017004,0.007193937083376656,0.0198579664077186,0.03817990371554992,9.973379016459459e-4,0.00425424112042488,0.00884153335544872,0.0012369762655694795,0.0042246989254232864,0.009517868076770098,6059130,276080.7,45564.412712716185,41963,10.7,62.7,69686,86.94902849926815,0,0,1,0
Mississippi,2014,MS,28,0.0464284807071913,0.07528614000772756,0.1760728662665631,0.05889885062696113,0.07136554394343111,0.17391068928958667,0.014495175627997268,0.0611592931830427,0.1036778733991735,0.021359728225484074,0.05975817308913557,0.11995051960431727,5.51156258314137e-4,0.0026267659394122516,0.005348789327957025,7.523667298151137e-4,0.002602700899631404,0.00575488687425883,2991892,100283.6,33518.455880091926,34896,16.5,57.7,47716,62.70207058429038,0,0,1,0
Montana,2014,MT,30,0.07634426792169809,0.10865911053266149,0.2725224586542702,0.08355587455031355,0.10221706789275388,0.26565114207402873,1.4667674498878902e-4,0.0020622750345423734,0.002867041442047529,1.3787614028946165e-4,0.0018569275915580688,0.0016652699781060513,0.002455368711112328,0.01596625261451298,0.02187928112749436,0.003246445289085197,0.015356077355359618,0.023410586345177318,1022657,43829.1,42858.064825254216,42494,9.5,63.6,147138,6.950325544726719,1,1,0,1
North Carolina,2014,NC,37,0.052758220421150824,0.08904113242084491,0.2144201213710572,0.06680872410449724,0.08467847638617954,0.21594307102687402,0.009489302672407331,0.03452961796947761,0.0636539420435843,0.014495896519123162,0.03373835636357782,0.07345459705080709,0.0014506965929863207,0.007475676227786335,0.013991030758370361,0.0018473840215068587,0.007412077431534437,0.01481167661823464,9937295,462253.1,46516.99481599369,40293,12.8,62.4,52586,188.97225497280644,0,0,0,1
North Dakota,2014,ND,38,0.06165666760520673,0.11315679755690801,0.2864825864720279,0.07587419592384831,0.10724805613913495,0.25722720972038726,2.4501310346321286e-4,0.005157458144722878,0.009171070585432414,1.813909163760802e-4,0.004710749171557904,0.0054308981828420436,0.0016122132940590414,0.014583017478503824,0.02044031968118516,0.002133373762751511,0.013858807476554547,0.02083017478503823,738736,57790,78228.21684607222,57523,7.4,69.4,70665,10.454057878723555,0,0,1,0
Nebraska,2014,NE,31,0.06137646911761186,0.12269495812399765,0.2651776239324877,0.07708482383886849,0.1169597144612504,0.25999505307307885,0.0014968443393591868,0.011313036748220037,0.01580303783867167,0.002026112327156767,0.010746533826607552,0.01452109226018708,8.904468458021601e-4,0.007691141543281621,0.011536978278735396,0.0012032202898473634,0.007537414459388656,0.011945498695447497,1879955,107936.8,57414.565774180766,48957,8.7,70.3,77227,24.343234878993098,1,1,0,1
New Hampshire,2014,NH,33,0.07072550490647604,0.10926305801655903,0.28901103760370006,0.08552999909312824,0.10478491025342195,0.29045528709986157,4.421936703348755e-4,0.003470096090933006,0.005807726697330424,4.06968072867521e-4,0.003228763274241769,0.004205336752964384,9.218613805286388e-4,0.004562089612420995,0.010216922227127157,0.0011512025044650319,0.004813165679475543,0.0110038770641638,1334257,70213.7,52623.81984879974,52643,6,68,9304,143.40681427343077,0,0,1,0
New Jersey,2014,NJ,34,0.052478342562209346,0.09096253562395762,0.22025194431165282,0.0704236486578687,0.08646487529373448,0.220791343272574,0.006118112696829027,0.022984620870646084,0.04444577517991149,0.009761846844301808,0.022234559718840405,0.04962763653374085,0.004497322007646767,0.01402177917753105,0.03210162488439235,0.005300387029749945,0.013617596472964587,0.033916048861448674,8867277,522166.4,58886.89391343024,57065,8.3,66.1,7836,1131.6075803981623,1,1,0,1
New Mexico,2014,NM,35,0.06336796419160325,0.10912021417677238,0.24271852556362056,0.07481021281807414,0.10440065140969727,0.24349020876111596,0.001146282046620573,0.005293660620140501,0.00947309299045658,0.001221393182396629,0.004872655527892544,0.007464707334482804,0.0046157467386457795,0.022321881356937686,0.037135041210657554,0.006621740320231782,0.0219137934663837,0.04001222828427029,2090236,88991.2,42574.71405142768,37219,16.5,59,121666,17.180116055430442,1,1,0,1
Nevada,2014,NV,32,0.05759870305629608,0.10043438390739765,0.23965398279846822,0.061346927119639155,0.09556871655430153,0.22706376699001574,0.004058624977163362,0.016838274029021598,0.030216376042725354,0.00502920429169172,0.016018460872634522,0.02981693440962633,0.0058252496066777,0.014589197693455153,0.03368612614338394,0.008106962381182964,0.013888578487975069,0.040259530638343914,2818935,130897.4,46435.0543733715,41773,11,63.7,110540,25.501492672335807,0,0,1,0
New York,2014,NY,36,0.05078120965240115,0.08461784611552049,0.21562316523766256,0.06739734146165115,0.08075877438397397,0.21680870887123985,0.007670416427543873,0.02593135010370454,0.05230252163095594,0.012762199129505682,0.025196262169185624,0.06043433332327572,0.004560475979995554,0.012426888719837263,0.031026745406438194,0.0055857931370863435,0.011954248599137728,0.03416171965088437,19653431,1353410.4,68863.82331919551,55290,12.2,63.2,49576,396.4303493625948,1,1,0,1
Ohio,2014,OH,39,0.06075548742940746,0.10376284196894295,0.24743910196403365,0.07857616541937056,0.09866986577347163,0.2493582731095561,0.005462163551635785,0.022666983613509346,0.03662614278995187,0.008239469135290839,0.021940584873760757,0.04017068604143532,9.145679779897132e-4,0.003697646152744656,0.00812057099024837,0.001161152391838659,0.0038068945932619386,0.008631402223550397,11606573,574177.9,49470.06321331887,42829,11.6,63.3,41222,281.56258793847945,0,1,1,0
Oklahoma,2014,OK,40,0.0566683173561883,0.09983071195072576,0.23035703099644333,0.07069496778577573,0.09453888147181355,0.22876082024403568,0.0029104036490120223,0.015714632988819564,0.025054734406977544,0.0040031583937562175,0.014982520822017602,0.024703629910081674,0.004545540083527811,0.024118455748588556,0.03622820967383114,0.005853288330776526,0.02335618262280215,0.037678513564826856,3879187,189360,48814.35207944345,46614,12.2,61.3,69919,55.48115676711623,0,1,1,0
Oregon,2014,OR,41,0.06871154752541138,0.10766453315351333,0.268783569670708,0.08204295757830075,0.10247974566297317,0.2692410212518286,7.676309883854203e-4,0.0049858187488068815,0.008342565163523809,8.90694037771782e-4,0.004727083731039653,0.006777546137925939,0.0025906284966108486,0.010922097811419494,0.022271890155132573,0.003399868917678133,0.010656301799015343,0.024744499169954862,3965447,181220.6,45699.917310709236,42134,11,61.5,96981,40.8889060743857,1,1,0,1
Pennsylvania,2014,PA,42,0.06571679479490622,0.0965512157538637,0.24833424429145073,0.08602636629646747,0.09214195437413113,0.24866397152307404,0.004626343532937389,0.020158075205950535,0.034659194308617185,0.007432230031725107,0.019288261335331187,0.037193825830227845,0.0014054447362150879,0.00560872431051206,0.01195116597427596,0.0016817808584977695,0.005645777584051521,0.012914629257765084,12792392,669643.1,52346.98092428687,48063,9.4,62.5,45333,282.1871925528864,0,0,1,0
Rhode Island,2014,RI,44,0.06286730568825123,0.09687168425127614,0.258264230093203,0.08541416038261788,0.09317744916995659,0.26657933518912724,0.002610479209397725,0.015127149646335911,0.025563387413855606,0.003504932745612682,0.014711631019459333,0.025909810688199177,0.0014803442652277165,0.007273942249536446,0.014971921731056279,0.0018135163760718061,0.007644028315843375,0.016214691564971875,1056511,52293.4,49496.31381026795,47199,10,65,1214,870.2726523887974,1,1,0,1
South Carolina,2014,SC,45,0.05617339478393605,0.08229017717115357,0.20219343514973923,0.0678443409770911,0.07836857848314577,0.20494118534251474,0.012783263978347819,0.04253305152130019,0.07838494523766806,0.018947522384126485,0.04155663995087488,0.09054420080308971,8.527286280226185e-4,0.0032866100473641444,0.007224989838110009,0.0011032021244461719,0.003376730784290733,0.007595002794778715,4826858,185986.9,38531.670084348865,38152,13.2,60.6,31055,155.42933505071647,0,1,1,0
South Dakota,2014,SD,46,0.06580437110878341,0.11226593854084527,0.2578754104534702,0.07877882001247544,0.10581166805936422,0.2468346534536938,2.954088057716525e-4,0.005051372885943955,0.00761354408182,3.18947356032342e-4,0.004538232490260924,0.004316970117810444,0.002384455141407841,0.023849259124130544,0.02828745277578354,0.0034954747137123823,0.023289041627926135,0.029188979250767945,849670,44846.5,52781.07971330046,47488,9.4,69.6,77047,11.027943982244604,0,0,1,0
Tennessee,2014,TN,47,0.05901445416897581,0.09804393442733166,0.23537695177578766,0.07388912139549189,0.09319460558196148,0.23998241608332466,0.006124728154451208,0.027937158125525146,0.049523600846313846,0.009426525646955352,0.027289755840563323,0.056061034587661894,7.910317746630551e-4,0.0035534546941402376,0.007376596674793957,9.800420712166961e-4,0.003597613122356893,0.007836975028485241,6544617,294130.1,44942.293796565944,40753,13.7,60.8,42244,154.92417858157373,0,0,1,0
Texas,2014,TX,48,0.04436853903847526,0.12004528264043308,0.2395770114199069,0.05491180314186518,0.11478353447000811,0.2365172733156865,0.004168550105455264,0.020650487711127492,0.03759609617472655,0.006070557486507853,0.019902910244863608,0.0404220702877845,0.002118154698281636,0.00894660004127123,0.018983023163663872,0.002552044105327386,0.00860628298861273,0.01977977896600286,26963092,1529617.1,56730.03303923749,47370,13.4,64.5,267339,100.85730851091685,0,0,1,0
Utah,2014,UT,49,0.04461960836898003,0.15913170998326598,0.26298910910868667,0.051910151593066396,0.1512295942555066,0.2588200700602758,2.5865058586059346e-4,0.0038433435080574762,0.005082143682442424,2.6137322360649445e-4,0.003475447082642606,0.003582650943887457,0.0013330715063367693,0.009745681811452571,0.01593253575929432,0.0017564416758243722,0.009402629455469047,0.016625787395344357,2938327,136993.7,46623.02732132946,38168,8.5,67.6,84916,34.6027485986151,0,0,1,0
Virginia,2014,VA,51,0.04941740836012088,0.08809406128125666,0.2196890599764534,0.06112925008087375,0.08387816384720935,0.21719983211932517,0.008560471316576532,0.02987722823714468,0.06036308404977253,0.012597183789653693,0.02916169097689476,0.06531243724016678,0.002774480694323685,0.010277880999539411,0.02268529709227304,0.003595965572435821,0.010004052706835366,0.025382451659144507,8315430,447678.1,53837.03548704036,50318,8.3,66.1,40815,203.73465637633223,0,1,1,0
Vermont,2014,VT,50,0.07587906529240378,0.11091861344141615,0.28829633702151053,0.09096953298182975,0.10442021886132656,0.29262433813387717,3.244402606390035e-4,0.0033978324833424697,0.00481066593361281,2.9727038659534306e-4,0.003092570957322521,0.0035960127410726984,5.993354568454498e-4,0.00295831981498914,0.006301812550244289,8.214891328494965e-4,0.003311528177556725,0.007380616372566099,625693,28912.2,46208.2842544187,47641,8.7,66.2,9609,65.11530856488709,1,1,0,1
Washington,2014,WA,53,0.05760314761635479,0.10250610305502024,0.25504245039802165,0.06839403185051543,0.09745419467516331,0.24847258906832997,0.0013891543657406536,0.009095815519620106,0.0161545163598998,0.0015290049735523655,0.008614485717455581,0.013206884957359733,0.0044386627561395055,0.017163084370440597,0.0359648437959394,0.006301637215621157,0.016620685052605506,0.04004870825222022,7057531,424467.6,60143.92285347383,50890,8.8,64.1,68192,103.49499941342093,0,0,1,0
Wisconsin,2014,WI,55,0.06478899825992461,0.10834528755219487,0.2677830194992386,0.07970400467635484,0.103357975276016,0.2624524199493186,0.0018688732998806403,0.014058613303659408,0.019421890325712704,0.002656956590585516,0.013371169674471542,0.020476434067377123,9.740667757190391e-4,0.0074047499486807255,0.012134987856321326,0.0013171802331190005,0.0073550384751161916,0.012528334236309226,5753199,283981.1,49360.55575341649,44709,9,66.9,56154,102.45394807137515,1,1,0,1
West Virginia,2014,WV,54,0.07756317111115554,0.11045089375213786,0.2788677428401751,0.09514370985356396,0.1050050011645067,0.28134157656374875,0.0017167692747473884,0.0064682808368669315,0.013402364353882508,0.002299292812102656,0.0058895399198841,0.010368702815188193,5.630700611541639e-4,0.001272581568155524,0.00374965753776271,7.019462662564865e-4,0.0013217556329972024,0.0038739436357142047,1850569,70532.5,38113.95305984267,36570,13.1,53.2,24181,76.52987883048675,0,0,1,0
Wyoming,2014,WY,56,0.06507830625952785,0.12419425919860622,0.2909943943247039,0.07191177706251639,0.11743795431434652,0.2719361271968708,4.887174852827445e-4,0.003156943475107132,0.00619899547121797,4.6985470514902453e-4,0.0027539658995231146,0.0041069416745690285,0.001123192817053325,0.007696014294557745,0.011658912920832912,0.0015107372088915716,0.007382206225060404,0.011900699466183322,583159,39559.4,67836.3876747165,57749,7.4,68.2,97914,5.9558285842678265,0,0,1,0
Alaska,2015,AK,02,0.04027869940278699,0.08783906396002329,0.24240347764852457,0.03811600287095595,0.0817220318784448,0.2085126552279837,0.0010576493371071056,0.008889129639911704,0.01657570792085912,0.0011578619503541296,0.008360982083609822,0.011631434259171486,0.008524843248513738,0.04607884295058435,0.07205286892461032,0.011152038784989776,0.04333518410682123,0.07231152580474791,738430,54740.8,74131.33269233373,57575,7,70.5,589757,1.2520919633001388,0,0,1,0
Alabama,2015,AL,01,0.05539277288903381,0.0854341566485808,0.20500358098979504,0.07019213755944372,0.08156664647360562,0.2060987850588376,0.011795123303664433,0.040212548274358405,0.07542200991471744,0.017613691018976464,0.039334860755420975,0.08838113513565844,8.719200346543412e-4,0.003211252856192105,0.0072913360233154674,0.0011543207829442306,0.003320835057570822,0.007702887223230273,4854803,191335.2,39411.52710006977,38531,13.7,56.9,51609,94.06892208723285,0,0,1,0
Arkansas,2015,AR,05,0.06362350708050254,0.10342138152021725,0.2318674968084378,0.07864499223420093,0.09809741278745873,0.23181145149966506,0.006391178803999822,0.026584941196053872,0.04437781652846632,0.009065915995129764,0.025849975769632973,0.049675944011072136,9.678722784465181e-4,0.004810164135566554,0.00924680474619865,0.001230311987789506,0.004641021407294347,0.009691811209867196,2979732,112351,37705.06877799748,39968,13.7,57.6,53104,56.111253389575175,0,0,1,0
Arizona,2015,AZ,04,0.06979558922317465,0.10997100753569908,0.2414036099350048,0.0807310608666127,0.10525332915740376,0.24018698017360354,0.0017576955893695272,0.009818508051592244,0.016759429868531395,0.0021270897332137145,0.009213925164024757,0.0150213455371948,0.003253273543388445,0.01587531337765868,0.02859028715857751,0.004594156723222218,0.015518944621612485,0.030128453740115708,6832810,282577,41355.898963969434,40334,12.5,58.8,113909,59.984812437998755,0,0,1,0
California,2015,CA,06,0.04571189258893157,0.10033899598131785,0.22819084041515622,0.05654229034243416,0.09614747944545764,0.21991607302185856,0.0031520940515155447,0.010599112242000216,0.02206213935859423,0.004321913446268247,0.0101262595781196,0.022017311404375496,0.009579173467115303,0.022605806824007302,0.0545769289849121,0.012702504628280641,0.021544047474859846,0.05986513674479548,38904296,2357452.9,60596.210248863004,54546,11.3,63,158693,245.1544554580227,1,1,1,0
Colorado,2015,CO,08,0.055558264922828254,0.11396436004582049,0.27809530339942884,0.0661419701932117,0.1078816675491463,0.2688001161646311,0.0016847171640576072,0.008937306300611184,0.016795469579387233,0.0020235306714227676,0.008368766968176464,0.014164714699959372,0.0018482570171797516,0.008547340753984726,0.0171599507767043,0.0025390845581710524,0.008739848428624021,0.018749330806654824,5454328,312409.7,57277.39512548567,52339,7.6,68,104247,52.32119869156906,1,1,0,1
Connecticut,2015,CT,09,0.06275077949072065,0.09632078150545581,0.24222578353830407,0.08195959327429574,0.09191149321413235,0.24536325284703256,0.004446071837708764,0.019271513010368224,0.03553234848174519,0.006905832170611005,0.018446669849000754,0.03919398332646429,0.0018695516113561954,0.007842976613745733,0.017500886845730083,0.0022883824463343387,0.007880874813051806,0.01828922512394244,3588561,242706.5,67633.37727852473,67321,7.4,66.7,5009,716.4226392493512,1,1,0,1
Delaware,2015,DE,10,0.06363042889821828,0.0799233598530887,0.2048202618715269,0.07759018751360044,0.07744157781044832,0.21112768227245465,0.010088475848269492,0.03647943613232633,0.06490528785168752,0.014264408506844007,0.03585739837484675,0.07450759767107365,0.0020762898526110194,0.00665453020757591,0.015487254064210006,0.0025879318306061684,0.00643373864860705,0.016124152792004798,942065,66793.5,70901.15862493565,47868,8.7,62.5,2057,457.98006806028195,0,1,1,0
Florida,2015,FL,12,0.07823746553446391,0.08356564242611854,0.22525100139170312,0.0941113583084835,0.0794014632987573,0.2273718166936222,0.007144082645374468,0.027326671286388406,0.049835573878594365,0.009896627007982696,0.026392406669116165,0.054101241147546004,0.0018230277285682837,0.004672262791375941,0.01119886032575814,0.00235356539661907,0.0045971853065152075,0.012719748163012707,20219111,852242.4,42150.33984431857,45659,11.3,58.4,58560,345.2717042349727,0,0,1,0
Georgia,2015,GA,13,0.04254826480040513,0.08123277274194463,0.18641767598550302,0.05276179663024546,0.07728908150390151,0.18452429175341364,0.01140763754335139,0.05053188276984997,0.09111419392021469,0.017454467109212456,0.04956992063419583,0.1065218892048621,0.0016554468847343306,0.007208824048424915,0.014995846652865711,0.0019961990908102666,0.006910297620047149,0.01585951110601783,10183353,489182.3,48037.4489620462,41941,13,62.6,58876,172.96271825531625,0,0,1,0
Hawaii,2015,HI,15,0.02430008735072899,0.018458902641533832,0.09356788023041478,0.02272946080777288,0.01756923230444997,0.07523476826055395,8.193962188307932e-4,0.00477582907647862,0.011731561301167464,5.467326400088827e-4,0.004480677779815727,0.006959245930601497,0.050524982800409554,0.09933949356253939,0.19909009071685926,0.0685699708854328,0.09357701586578768,0.20772467162661393,1422999,75869.5,53316.62214801276,47777,6.9,65.5,6450,220.62,0,1,1,0
Iowa,2015,IA,19,0.06918083701703197,0.12004325964014564,0.2691708451546353,0.08758924222292037,0.11445069896600236,0.2649851515160249,8.592361157147336e-4,0.009302039588911723,0.012164451963961402,0.0010385772356551924,0.00873038976910151,0.010061677332659523,6.911038157705535e-4,0.005231316418263203,0.010412353272543098,9.101561836978282e-4,0.005263661870252464,0.00991500191670822,3122541,171126.5,54803.603859805204,46104,7.7,67.5,56290,55.47239296500266,1,1,0,1
Idaho,2015,ID,16,0.0674277380566961,0.13885609336185586,0.26954756292757315,0.0752093047180173,0.1324687820538035,0.2660764480376643,1.9727745015869942e-4,0.0026644558682477103,0.0034971361486721593,1.6702017252699707e-4,0.002546452485484071,0.0023292052320884483,0.001291380609321057,0.00645327217328948,0.01106145555659775,0.0017198236605859623,0.006582773321553167,0.011903818165864345,1652495,63081.2,38173.30763481886,39386,10.9,62.3,83557,19.776858910683725,0,0,1,0
Illinois,2015,IL,17,0.052426108618590726,0.09903865482439753,0.23571250549687256,0.06751298739422773,0.09442933033997598,0.23252313352258258,0.006551455587408148,0.023375482179246065,0.04214583907645542,0.010269227195123326,0.022690001271425165,0.048072002323558655,0.0029763790977702623,0.00859833346099427,0.020177789563193525,0.0036526839707502227,0.00836932140500646,0.021478764672421387,12859585,751754.9,58458.72164614955,51443,9.8,65.2,56400,228.00682624113475,1,1,0,1
Indiana,2015,IN,18,0.05947552742654326,0.11349566403214306,0.25550825372135155,0.07599083528222739,0.10808292653856753,0.2551706571728225,0.0036229615263962084,0.018372391378461764,0.02815815369778635,0.00534936251425937,0.01770506343396796,0.030539631142495086,7.896915680421911e-4,0.004369697261202624,0.00902556507339851,0.0010050757459567823,0.00429679334704895,0.009041749137328891,6611442,313751.2,47455.78952367728,42667,10.2,63.6,36291,182.17855666694223,1,1,0,1
Kansas,2015,KS,20,0.061049562702248275,0.12061873414694729,0.2564055523089328,0.07623173259372175,0.11448107115875573,0.2524608197911374,0.0023440959736037545,0.013144184061865169,0.021133624464350194,0.00322257368201718,0.012545018976424021,0.018724596035959523,0.0013896919556246794,0.007462422489029335,0.014678170361460767,0.0017648572499490676,0.007161465714461419,0.01518182633351164,2910717,148810.5,51125.03207972469,47332,8.4,66.3,82264,35.38263395896139,1,1,0,1
Kentucky,2015,KY,21,0.06291263784322235,0.11276197606480376,0.26349171371507607,0.07962812527798938,0.10700305206941504,0.26634171166049464,0.0032566244446421257,0.014655261557246283,0.026031546630192956,0.004702282120671211,0.013988087040197095,0.025548155550327536,5.940223872610533e-4,0.0029525012383933083,0.006051532514541244,7.91804071503046e-4,0.002989754637822451,0.006299211176200452,4429126,182916,41298.44127261225,39232,14,58.8,40395,109.64540165862111,0,0,1,0
Louisiana,2015,LA,22,0.04628285677431188,0.0779391806038914,0.1933109892054807,0.0578395362500691,0.07425458506731736,0.19060153871932237,0.013777378948951768,0.05248855902659483,0.09166620598508934,0.020004936792344885,0.05108915838404045,0.1028374128294034,0.001130491163698806,0.003947505441399375,0.0088135885209293,0.0013621175753664348,0.0038270854197923376,0.008826873291996268,4666998,233016,49928.455079689345,43113,14.7,60.1,48523,96.18115120664427,1,1,0,1
Massachusetts,2015,MA,25,0.06038263569285342,0.09462986599159336,0.24935785064003094,0.0801169962297815,0.0913618921353842,0.2575435263988852,0.00316970220157929,0.014599666582517885,0.02678991226753899,0.004633626206402251,0.013994736876173596,0.028557036691811265,0.002682904439348441,0.009876448403556375,0.02345441342708567,0.0032470837739375334,0.009966923055648237,0.025634778985871833,6797484,468060.9,68857.96274033157,62376,7.9,67.1,8257,823.23894877074,1,1,0,1
Maryland,2015,MD,24,0.04416110269501954,0.07296183636446218,0.18318641909998584,0.05567962611179241,0.06963180267337817,0.18243064071838688,0.013388098043459093,0.0445354851809994,0.08980804631789314,0.02050871265860325,0.04330596767686483,0.10429357598394798,0.0035591384059655393,0.010317059551195218,0.02265431505037632,0.004388557588776407,0.009984423551163158,0.02520519232773062,5988528,348151.8,58136.45690560351,55825,6.7,67.3,10577,566.1839841164791,1,1,0,1
Maine,2015,ME,23,0.08409236941143543,0.10474095965835477,0.28110192024967307,0.10154330229975517,0.09900549094197719,0.2902412011755341,3.656615238304474e-4,0.004193821674549206,0.005239643728302954,3.701758636308233e-4,0.0038981324176245846,0.0038439603400200737,7.869999051988641e-4,0.0030968371030578633,0.006004071934499939,0.001103756081191906,0.0032112003780007193,0.0071604953133628975,1329098,54425.8,40949.42585121639,43672,8.9,62.2,33215,40.01499322595213,1,1,0,1
Michigan,2015,MI,26,0.06206201168193654,0.09787847037435164,0.23983563110430609,0.0764093108821063,0.09313811297477685,0.23868247597786418,0.00653400886588663,0.02362397721149656,0.041254487022626136,0.009762762692331348,0.022762029991897918,0.04598286594279743,0.0015360638293910212,0.00619136395925183,0.012876664039789489,0.0019251127612780654,0.006150596865483589,0.013394053822428404,9934483,443831.2,44675.822586842216,43425,11.1,61,58216,170.6486704685997,1,1,0,1
Minnesota,2015,MN,27,0.06273630097144385,0.10656341846702463,0.2603348795277609,0.07687688662403842,0.10206907291426955,0.25605369946983975,0.0012997807075927398,0.014290476188739538,0.019340620225886132,0.0016630190871556939,0.013652438492910835,0.018192918237447762,0.0015993794312985298,0.011971913941679816,0.019313814984020794,0.0021017497805434792,0.011737960708256489,0.020201670240091087,5484002,318913.2,58153.37047652426,51985,6.3,69.9,84068,65.2329304848456,1,1,0,1
