year,state,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population
2018,SC,45,320169,409998,1007389,382695,391208,1024799,75121,205001,385411,109673,200816,445285,5716,18907,40322,7413,18713,43066,5091702
2018,SD,46,64978,96276,218546,74503,91179,208696,399,5417,8226,353,4845,5025,2346,21684,25677,3492,21135,26609,879386
2018,TN,47,433077,647637,1568529,534284,616526,1593706,49575,182225,337242,74737,178883,378506,7025,26712,55288,8844,26784,58600,6778180
2018,TX,48,1381346,3306879,6722643,1687714,3168376,6601827,140561,593265,1117867,202638,573282,1190886,80246,274544,597887,97236,264583,622784,28624564
2018,UT,49,156035,481658,827293,178682,458174,809346,1065,12367,18714,982,11715,12999,5206,31139,55517,6804,30304,57153,3155153
2018,VA,51,466827,727427,1806855,568158,692030,1780277,86067,249689,517916,124182,243258,553490,30537,93179,209351,40040,90471,231166,8510920
2018,VT,50,54684,65686,174359,64381,61926,176548,293,2220,3658,253,1953,2619,516,2225,4808,821,2240,5612,624802
2018,WA,53,476094,731733,1857866,558940,696180,1795506,12951,70292,133430,13883,66929,107556,40858,136122,306668,58330,132218,331237,7526793
2018,WI,55,427656,604170,1515187,506209,576765,1483046,12997,82372,117202,18228,77805,121710,7312,45455,78234,9615,45356,80000,5809319
2018,WV,54,158580,195609,488907,190021,185471,490867,3932,11721,24531,4731,10795,18912,1309,2465,6880,1694,2465,7063,1805953
2018,WY,56,44942,70418,161369,48333,66173,152385,371,1879,3347,369,1598,2202,837,4672,7289,1142,4396,7332,579054
2019,AK,02,36789,61215,168085,34954,56939,145445,1080,6529,12401,1126,6309,8885,7600,34088,55026,10004,32238,54890,733603
2019,AL,01,297107,411092,978265,370796,392593,988858,68953,191932,364764,101361,188250,430007,5757,16362,37600,7546,16866,39856,4907965
2019,AR,05,206327,304631,685958,253228,288463,686483,23228,78726,133175,32285,76477,149314,3907,16153,30804,5005,15536,31285,3020985
2019,AZ,04,560849,751611,1729011,649788,719942,1709537,16117,73697,133508,19380,70320,121549,28603,114289,215117,41051,111058,226416,7291843
2019,CA,06,1993190,3756282,8808698,2426587,3601847,8445774,141469,396252,888626,192948,377862,866603,458165,912346,2253497,607041,866841,2443582,39437610
2019,CO,08,362611,617771,1586216,425415,586906,1516230,11408,50877,102470,13421,47870,84679,12965,50828,105730,17705,51031,114353,5758486
2019,CT,09,248528,323150,837321,315555,309884,846609,18928,69244,136152,28663,67163,149103,8515,30146,67048,10516,29643,69854,3566022
2019,DC,11,16240,27904,120884,18469,28360,118695,18772,42496,91520,31709,42449,109703,1045,4000,12999,1897,3841,17270,708253
2019,DE,10,70205,73997,189591,84831,71948,195669,11772,35449,65412,16835,34756,74214,2559,6877,16235,3253,6705,16360,976668
2019,FL,12,1797798,1735719,4734847,2153575,1655577,4765357,179610,570794,1080606,247250,552433,1161763,50135,103683,251790,65728,101267,284124,21492056
2019,GA,13,491967,819716,1908316,605296,782238,1888370,147181,525100,992636,222951,516061,1154117,23232,81829,175708,28568,78839,185895,10628020
2019,HI,15,41905,24582,128415,38165,23579,103780,1494,6735,17313,1020,6378,10605,78761,138399,271592,107669,129533,285690,1415615
2019,IA,19,242157,367343,824019,296226,350676,810595,3352,32788,45017,3954,30838,37458,2771,18289,37224,3752,17984,35153,3159596
2019,ID,16,134442,237032,477712,148747,226195,468770,517,4874,7335,412,4718,4932,3004,11472,20677,3847,11753,22621,1789060
2019,IL,17,752112,1207973,2913479,939321,1153604,2865679,95006,284228,536956,148616,275163,602579,47659,113811,272673,59548,110364,288246,12667017
2019,IN,18,444039,738522,1669626,554164,702576,1666037,28377,126787,199039,41475,121421,214017,7051,34088,71910,8807,32757,70317,6731010
2019,KS,20,200261,341821,727692,244249,324363,717640,8128,37764,62138,10547,36062,54586,5109,22338,45304,6622,20884,47127,2912635
2019,KY,21,311772,493213,1145846,388033,467564,1158469,17613,66778,120042,24848,63874,116450,3539,14770,29736,4536,14515,30747,4472345
2019,LA,22,242673,355681,864973,297010,339273,859591,76803,239637,424991,110591,233649,476909,6842,19188,41528,8181,18641,42124,4658285
2019,MA,25,458087,614132,1666467,592558,593674,1715495,26468,104707,200240,38417,101798,209553,23370,73504,179528,28864,72388,195633,6894883
2019,MD,24,292910,430709,1059882,362733,411324,1053551,96073,264019,553306,148712,257336,633496,26426,66468,142681,33397,63724,158207,6054954
2019,ME,23,128104,134233,367051,152537,127136,377602,665,6005,8609,593,5786,6409,1397,4347,8685,1905,4223,10483,1345770
2019,MI,26,697418,936995,2342236,838113,891870,2318242,73713,230695,410111,110629,222152,453353,19183,63980,143721,24135,62395,145854,9984795
2019,MN,27,397818,575156,1410204,473781,550910,1382524,9785,91779,125186,12130,87756,117517,11126,70725,117611,14672,68690,122683,5640053
2019,MO,29,428114,629754,1486222,528913,599086,1490115,33724,125308,210952,52101,120041,233211,8215,29002,61338,10617,28480,65282,6140475
2019,MS,28,154049,216940,506838,192366,205930,500800,55507,172955,309875,79038,169417,357464,2421,8464,16591,3117,8291,18164,2978227
2019,MT,30,95270,111746,281633,102523,104902,273132,227,2353,3522,245,2104,2186,3220,17081,23585,4375,16621,25398,1070123
2019,NC,37,624900,888756,2182271,775374,847189,2197572,122076,348859,669073,182652,341604,765533,20507,86680,164507,26755,84219,172857,10501384
2019,ND,38,53694,85475,204771,62287,80870,185869,325,5960,10541,241,5524,7213,1435,12067,16778,2046,11561,17067,763724
2019,NE,31,134412,231151,493672,163123,219595,481777,3573,22862,33379,4627,21876,29846,2311,17292,26318,3209,16911,26637,1932571
2019,NH,33,113612,136914,382765,133972,131334,382743,852,5326,10350,759,4827,7642,1914,6479,15757,2405,6660,16472,1360783
2019,NJ,34,521366,769604,1887195,672694,733319,1886008,64152,199342,409449,101032,192384,445591,53345,133376,307731,63594,128478,322598,8891258
2019,NM,35,156443,212833,492584,184437,204246,490125,3196,11612,21768,3236,10703,16736,12505,47339,80700,17974,46577,86620,2099634
2019,NV,32,195127,286277,710208,209647,272954,669868,15479,58334,103248,19463,55780,105437,23824,45747,111261,34142,43552,130423,3090771
2019,NY,36,1123678,1572093,4049439,1439226,1502538,4056808,180812,480362,1034692,290846,466423,1163038,120714,257228,632048,145839,244149,703198,19463131
2019,OH,39,809114,1155535,2794188,1011613,1099575,2804975,76549,269278,447337,112974,261101,481190,14953,52195,114724,18799,52357,120050,11696507
2019,OK,40,247813,382934,881039,304200,364100,873072,14444,62336,102117,19279,58989,99149,21800,97315,151718,28663,94252,157456,3960676
2019,OR,41,331537,425404,1100440,389855,404290,1094795,4233,21566,40117,4558,20172,32395,14552,46642,105619,19659,45704,114578,4216116
2019,PA,42,955435,1176731,3059545,1200919,1124055,3052178,71197,261393,466045,111174,250916,489871,25114,82655,174279,30332,80559,186485,12798883
2019,RI,44,75512,95456,265394,98491,92139,271680,3764,16723,30476,4819,16443,30351,2050,8589,16997,2521,8503,18250,1058158
2019,SC,45,332721,412332,1015073,398130,393457,1033642,78484,205164,386410,114808,200797,446666,6168,19694,41952,8063,19251,44890,5157702
2019,SD,46,67659,96560,218554,77133,91602,208396,431,5622,8578,385,5019,5346,2510,21690,25970,3676,21060,26936,887127
2019,TN,47,446667,647191,1573560,549235,616023,1599161,52377,182072,338646,78597,178731,380231,7482,27391,56510,9523,27197,59731,6830325
2019,TX,48,1431027,3310581,6780840,1742859,3173082,6651306,148367,600217,1140904,213546,581586,1213759,86202,281871,614882,104512,271295,639958,28986794
2019,UT,49,163352,481596,840570,186414,458211,821255,1160,12655,19647,1049,12089,13717,5638,31871,57049,7347,31002,58761,3203383
2019,VA,51,480881,725070,1802502,583706,690061,1773493,90163,250391,520653,129750,243904,554724,32444,94773,213907,42735,92040,235445,8556642
2019,VT,50,56479,64975,172807,66072,61052,174808,349,2239,3815,273,1941,2789,554,2250,4840,898,2269,5636,624046
2019,WA,53,493126,729530,1863959,578652,694905,1796532,13851,71524,138445,14734,68068,111027,43515,138963,318565,61942,135287,341399,7614024
2019,WI,55,443093,599449,1508034,520920,572520,1475221,13644,82107,118413,19185,77653,122427,7896,46184,80029,10218,45916,81672,5824581
2019,WV,54,161999,193371,482492,193351,182870,484028,4171,11667,24574,4908,10684,18891,1394,2529,6963,1801,2473,7097,1795263
2019,WY,56,46890,69805,160545,50112,65600,151615,395,1907,3318,390,1640,2215,920,4666,7264,1210,4363,7261,580116
2020,AK,02,38346,60558,165634,36607,56337,143122,1144,6478,12345,1196,6205,8710,8047,33780,55205,10536,31910,54998,731158
2020,AL,01,303856,408874,976392,378827,390797,986743,71875,191186,364280,105509,187261,430000,6089,16549,37865,8088,16994,40347,4921532
2020,AR,05,210572,303187,685032,258120,287224,685940,24247,78213,132955,33717,76134,149260,4193,16489,31968,5457,15810,32004,3030522
2020,AZ,04,584060,750576,1754160,676937,719048,1733148,17438,75168,138670,20927,71950,126470,30654,115294,219906,43959,111703,231333,7421401
2020,CA,06,2039071,3699642,8745135,2474258,3548481,8374628,146735,393436,892149,199332,374926,864872,480472,913321,2267528,636298,868000,2449794,39368078
2020,CO,08,376384,612614,1595468,441304,582479,1522660,12039,51072,104853,14116,47958,86390,13738,51637,108082,18806,51485,116634,5807719
2020,CT,09,254618,316962,828275,321694,304456,836051,19861,69603,138594,29779,67620,151230,8929,30201,67877,11115,29608,70533,3557006
2020,DC,11,16504,28878,122093,18804,29433,120133,19160,41985,90912,32309,41965,108837,1101,4124,13175,1955,3978,17470,712816
2020,DE,10,73115,73787,188992,87990,71709,195375,12506,35761,66571,17760,34921,75441,2746,6913,16349,3477,6765,16631,986809
2020,FL,12,1848173,1738274,4764093,2215962,1658930,4790579,189549,570446,1094527,260198,552003,1173462,53585,105741,255792,70627,103034,288337,21733312
2020,GA,13,506460,812835,1908266,621962,776547,1888493,155221,525138,1005701,234983,516166,1169048,25141,82930,179857,30900,80067,190302,10710017
2020,HI,15,43476,24032,126681,39470,23104,102348,1556,6600,17242,1039,6352,10451,79876,136877,268026,109663,128028,282185,1407006
2020,IA,19,249151,364785,819278,302258,348461,805375,3561,32965,46425,4179,31011,38478,2955,18661,37914,4032,18115,35957,3163561
2020,ID,16,141116,238206,487016,156353,227003,477501,596,4996,7720,461,4902,5294,3261,11822,21391,4207,11885,23183,1826913
2020,IL,17,769647,1187803,2876286,955951,1134490,2827110,97947,280298,535915,153248,271172,598935,49868,113904,273638,62573,110374,288371,12587530
2020,IN,18,457634,733488,1664926,567755,697974,1659998,29680,127066,202562,43225,121896,216731,7584,35031,73988,9407,33690,72318,6754953
2020,KS,20,206417,338263,724423,249772,321611,713911,8532,37750,62583,11015,35949,54666,5481,22467,45624,7099,20942,47300,2913805
2020,KY,21,320206,489800,1139435,397298,464804,1151470,18613,66872,121144,26078,64223,117046,3774,15138,30363,4866,14694,31427,4477251
2020,LA,22,249082,352741,854253,303613,336062,850542,80077,236558,423377,115104,230852,475177,7190,19253,41629,8684,18647,42477,4645318
2020,MA,25,470227,605471,1653475,605020,584919,1700492,27708,104741,203406,40148,102049,211310,24552,74381,183071,30747,72884,198973,6893574
2020,MD,24,299702,427580,1048833,369919,408084,1041650,99899,262755,555586,154734,256151,634235,27835,66868,143516,35263,64097,159095,6055802
2020,ME,23,132100,133139,365588,156733,126006,376046,750,6030,9003,637,5794,6680,1507,4394,8790,2049,4147,10748,1350141
2020,MI,26,717407,925601,2323202,859086,881220,2297873,76090,229181,408014,114296,220500,451901,20162,63927,144229,25400,62162,146304,9966555
2020,MN,27,410913,571670,1400558,486911,547817,1371779,10579,92976,129321,13013,88871,121300,11826,70967,119784,15599,68776,124682,5657342
2020,MO,29,439559,626484,1480260,540949,595768,1484267,35292,125024,210214,53847,119470,232923,8713,29488,62689,11354,28908,66339,6151548
2020,MS,28,157479,214165,500453,196099,203487,496319,57984,170535,307490,82468,167103,355703,2567,8444,16698,3358,8257,18177,2966786
2020,MT,30,98524,111950,282863,106254,105194,273334,248,2429,3681,282,2147,2259,3441,17067,23898,4643,16597,25766,1080577
2020,NC,37,645587,886064,2190659,799507,845722,2208022,127708,348655,674242,191004,341227,771025,21942,87949,169776,28794,85314,177626,10600823
2020,ND,38,55137,85779,203295,63664,81367,184382,373,6041,10756,260,5644,7421,1529,12040,16865,2178,11546,17032,765309
2020,NE,31,138280,230237,491946,166631,218617,479681,3778,22979,34079,4882,22048,30363,2449,17405,26660,3417,17075,27025,1937552
2020,NH,33,118042,135153,382244,138745,129766,381070,910,5369,10749,822,4904,7942,2029,6554,15944,2581,6671,16780,1366275
2020,NJ,34,533100,761768,1869920,683574,726239,1865818,66154,199555,412874,104222,192544,446567,56015,133732,309931,66963,128782,324613,8882371
2020,NM,35,161102,210458,491851,189747,201897,488505,3433,11720,22142,3399,10856,17027,13257,46878,81618,18973,46132,87324,2106319
2020,NV,32,202180,285417,715920,217654,272248,674287,16449,59268,106768,20727,56706,108894,25651,46722,114265,36655,44625,133823,3138259
2020,NY,36,1145286,1546790,3991792,1458588,1479450,3998063,186455,477074,1029465,298085,463064,1150454,127425,256881,629329,153730,243408,701437,19336776
2020,OH,39,831307,1143686,2773651,1034241,1088707,2781589,79671,268639,449552,116733,260568,483155,15691,53323,117141,19995,53532,122036,11693217
2020,OK,40,254122,382255,880191,310834,363486,872796,15175,62914,103584,20175,59497,100176,22796,96716,153428,30057,93632,158949,3980783
2020,OR,41,341559,421948,1101500,402199,400970,1094299,4548,21728,41303,4795,20308,33308,15540,46773,107562,20886,45819,116462,4241507
2020,PA,42,978469,1164472,3031366,1221915,1112760,3021595,73927,260137,470238,114587,250031,491613,26535,84126,177772,32254,81680,189777,12783254
2020,RI,44,77773,94133,263126,100788,90839,269113,3982,16667,31261,5056,16442,30803,2206,8596,16948,2672,8505,18215,1057125
2020,SC,45,345392,412988,1021970,413817,394493,1042747,81978,204866,385897,119843,200448,448477,6626,20294,43401,8719,19618,46466,5218040
2020,SD,46,70351,96663,218093,79380,91917,207581,481,5830,8839,433,5208,5574,2692,21531,26179,3840,20813,27312,892717
2020,TN,47,460110,646466,1581092,564729,615583,1607205,55061,181949,339603,82429,178520,381675,7970,27870,57899,10244,27464,60965,6886834
2020,TX,48,1483798,3308147,6843381,1802253,3172125,6705175,157476,607547,1166152,225802,588737,1238430,92448,288831,633271,111906,277578,657702,29360759
2020,UT,49,170856,480028,854560,194295,456922,833122,1271,12964,20527,1167,12424,14306,6125,32696,58713,7879,31690,60334,3249879
2020,VA,51,493338,721407,1797370,598042,686987,1766522,94359,250327,522646,135088,243745,555330,34603,96045,217436,45614,92733,238971,8590563
2020,VT,50,58405,64050,171230,67914,60364,173001,390,2267,3928,304,1919,2870,608,2277,4837,973,2272,5738,623347
2020,WA,53,508516,727106,1868833,596661,692637,1796552,14890,72447,143494,15640,68926,114728,46345,141410,330557,65822,137369,351679,7693612
2020,WI,55,458520,593864,1499714,535524,567393,1466073,14377,81368,119622,20144,76734,123030,8439,46323,81489,10931,46094,83016,5832655
2020,WV,54,164531,190753,476984,196170,180431,477643,4376,11736,24843,5099,10739,18989,1493,2553,7007,1900,2416,7124,1784787
2020,WY,56,48717,69360,160146,51908,65370,150960,434,1938,3298,427,1648,2226,987,4678,7333,1303,4382,7213,582328
