year,state,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population
2010,OK,40,198201,385599,886033,254256,365643,880329,9539,59808,90274,13703,57445,90182,14516,88774,127593,18900,85448,133771,3760014
2010,OR,41,229222,436846,1056540,284227,415510,1058336,2468,19011,29255,2872,17731,23620,7878,41076,76827,10192,40443,85560,3837614
2010,PA,42,758637,1299989,3204176,1038415,1238599,3228170,51582,259327,412529,85077,248630,453354,13253,62546,134049,15889,63522,143662,12711406
2010,RI,44,59517,109912,275664,85052,105618,286807,2058,15954,24058,3113,15148,24669,1177,7078,13858,1509,7479,15323,1053994
2010,SC,45,223307,395866,961888,279866,376797,967844,50068,212867,363227,77691,208040,420514,2740,14439,30514,3543,14328,32307,4635846
2010,SD,46,49175,94675,214116,63175,89097,205855,159,3392,4477,150,3133,2468,1674,18710,22067,2474,18439,22957,816193
2010,TN,47,332264,649559,1530306,432438,616531,1557592,32673,184890,302111,53001,181256,347048,3569,20484,42086,4394,20455,44861,6355518
2010,TX,48,1015371,3157608,6136969,1291950,3007863,6084707,90518,536349,905067,136601,515957,985971,39071,211809,427388,47192,204114,447392,25241897
2010,UT,49,110341,456324,734154,132705,436219,721933,573,10650,12599,628,9616,8628,2975,26340,40190,3932,25439,42167,2775413
2010,VA,51,348552,732717,1809969,447171,697379,1799492,59492,254815,472854,90425,248266,520103,16663,77144,166075,21270,75033,186584,8024004
2010,VT,50,40161,73341,184696,50474,69146,187762,145,2016,2487,155,1880,1825,266,1743,3408,344,1972,4065,625886
2010,WA,53,341715,736277,1762375,418217,699033,1732054,7645,60227,98817,8465,56358,81831,23613,110400,217432,34128,107349,247073,6743009
2010,WI,55,325998,647734,1552149,422184,615982,1520088,8745,80796,105137,13052,77472,110610,4307,39457,59883,5901,39388,61655,5690538
2010,WV,54,126730,210636,529535,163041,200672,533571,2645,11769,23930,4028,10740,18440,808,2290,5974,897,2226,6333,1854265
2010,WY,56,32142,72588,168433,36830,68160,157722,176,1529,2329,189,1381,1465,518,3889,6202,694,3887,6397,564531
2011,AK,02,22846,68015,179588,22356,63573,157411,599,6589,10652,713,6126,8021,5083,33029,49528,6624,31085,50511,722349
2011,AL,01,236370,425046,1015874,308313,403567,1018872,46806,202626,351501,73778,197962,416034,2940,15116,32239,3841,14731,34026,4799642
2011,AR,05,169606,312035,699162,214454,296049,698639,15549,80844,128103,23433,78993,144059,1996,12696,24420,2551,12641,25808,2941038
2011,AZ,04,394390,756069,1604799,464671,722356,1602986,8906,61407,99746,10999,57376,88429,17020,103062,172749,23770,100967,183714,6473416
2011,CA,06,1525136,4020550,8719190,1942664,3833576,8437674,102789,434500,815573,142813,415617,829625,290389,845326,1941336,387530,804868,2147155,37636311
2011,CO,08,242091,616812,1444445,298938,582104,1410373,7209,45661,79592,9115,42987,68306,7478,42356,81134,10422,43911,88966,5121900
2011,CT,09,200806,369423,888468,271899,351203,905766,13192,71072,117678,20683,67819,132448,4827,25977,56285,5809,26557,58720,3588632
2011,DC,11,11411,19821,102896,13132,20087,100873,16149,40894,89396,27608,41022,106816,712,2364,10052,1159,2684,13214,620290
2011,DE,10,49938,77423,193964,62757,74712,200007,7370,34682,56610,10598,33895,65776,1388,5637,12335,1713,5618,13167,907590
2011,FL,12,1359665,1669473,4403251,1665797,1582674,4453118,114052,539386,918536,161659,519676,1004879,25584,87873,201211,33031,86165,229577,19055607
2011,GA,13,360140,838954,1912181,461748,793482,1889001,87803,513967,865884,140482,502538,1013440,11590,64546,132056,14025,61857,139936,9803630
2011,HI,15,26643,27310,130548,26411,25603,106004,790,6513,13919,519,6086,8441,62650,140864,281797,86087,132783,296594,1379562
2011,IA,19,192402,381331,846807,255828,362718,834394,2117,25620,31226,2694,23879,26275,1585,13303,25816,2094,13479,25204,3066772
2011,ID,16,91825,228783,435677,105837,217687,430699,225,3944,4837,190,3803,3103,1568,9896,16548,2110,9855,17685,1584272
2011,IL,17,593189,1337556,3088588,796555,1273218,3054204,73473,324928,526834,115688,315251,613461,28199,104041,235112,34758,101719,251009,12867783
2011,IN,18,342675,772142,1700500,454951,734327,1702302,20368,120996,173389,30662,116404,192069,3577,24315,48995,4741,24423,50414,6517250
2011,KS,20,156379,357416,749033,203733,338587,742948,5755,38511,56889,8291,36473,52655,3103,20401,36739,4014,19675,39075,2869677
2011,KY,21,240859,509259,1179843,315884,483359,1195897,11554,64590,108364,17710,61449,108360,1836,11037,22871,2465,11414,24066,4370817
2011,LA,22,188029,367301,907997,243194,349265,895472,52575,250026,414017,79520,243131,465895,3830,17182,38729,4683,16754,38644,4576244
2011,MA,25,356670,671774,1693545,493312,644758,1758355,16513,93479,159183,25478,89795,174014,13638,60059,136529,16384,61012,149720,6614218
2011,MD,24,230704,445854,1110066,301441,423460,1111225,63798,272238,509144,98659,264393,603173,15947,55449,123527,19172,54167,137824,5840241
2011,ME,23,94416,147812,384504,119133,139130,396244,384,5292,5837,367,4813,4114,698,4108,7415,1003,4405,8798,1328473
2011,MI,26,535903,1022199,2406144,688276,969717,2410090,55340,249591,401277,83938,239841,455340,11391,58037,108665,13790,56793,116721,9883053
2011,MN,27,294976,601985,1433237,376651,574671,1415909,5253,69467,90581,6784,66185,86656,6676,60089,92209,8775,59231,97285,5346620
2011,MO,29,339195,659212,1515831,438987,625652,1528810,24690,128262,199828,39153,123455,225451,4834,24222,49363,5990,24328,53919,6011182
2011,MS,28,125474,229717,538532,164538,217017,530871,37785,190412,301647,57719,185712,350391,1287,7681,14981,1805,7376,16202,2979147
2011,MT,30,67988,111630,277697,77331,105036,270688,124,2000,2505,109,1736,1428,2120,15414,21031,2844,15159,22678,997518
2011,NC,37,455762,895755,2124408,592823,848026,2137818,79254,346052,602863,125198,335492,700445,11113,67160,124498,14299,66072,131875,9658913
2011,ND,38,41918,77632,196859,53978,73444,181045,112,2822,3847,99,2440,2356,1014,9610,13546,1352,9294,14158,685526
2011,NE,31,104566,230755,495859,135965,220271,488088,2466,20423,27337,3325,19269,25838,1279,12475,18969,1730,12232,20067,1840914
2011,NH,33,80666,153920,387000,100829,147426,391376,455,4343,6764,437,4049,4955,907,5697,11757,1078,5983,12802,1320444
2011,NJ,34,426042,838417,1978329,588850,793544,1993507,48347,208676,378240,77604,201504,431748,31891,119663,271304,37449,116206,287231,8828552
2011,NM,35,116997,237847,513760,140327,228079,519476,2063,11018,18681,2268,10285,14968,8221,45569,74161,11802,45024,80161,2080707
2011,NV,32,138323,286328,672070,149952,272530,633420,9571,44945,77029,11612,42377,75558,12621,39650,87390,17382,38082,104274,2713114
2011,NY,36,907062,1720615,4277382,1242614,1637421,4321737,133510,528845,990632,227123,513564,1167668,72221,232408,580395,89354,223193,634177,19499921
2011,OH,39,634260,1242883,2905102,848223,1183106,2940377,56552,265075,406459,86702,255980,453189,8380,38066,82933,10470,39343,88635,11545735
2011,OK,40,201197,384946,890564,256316,364825,886212,9783,60051,91785,13921,57514,91836,15056,90124,131075,19502,86889,137228,3788824
2011,OR,41,236038,433639,1063901,290092,412639,1066965,2569,19172,30242,2984,17865,24505,8345,41795,80282,10871,41162,89606,3872672
2011,PA,42,767100,1283840,3215832,1040745,1224158,3235399,52691,259256,421485,86448,248317,461425,14276,64671,139120,17073,65797,149419,12747052
2011,RI,44,60361,107761,275549,85129,103415,286375,2222,15970,24926,3242,15367,25306,1259,7338,14352,1586,7682,15989,1053829
2011,SC,45,231552,394374,966583,287705,374371,976327,52256,210442,366960,80150,205757,424989,3024,14708,31456,3930,14795,33276,4672655
2011,SD,46,49940,95023,216339,63164,89169,207162,162,3557,4971,164,3207,2719,1725,19088,22627,2559,18761,23403,823740
2011,TN,47,340842,645370,1537841,439796,612603,1567880,33799,184373,308077,54227,180365,353282,3904,21176,43900,4825,21351,46687,6400298
2011,TX,48,1048046,3176832,6226135,1324125,3027321,6177312,94205,540311,929718,141051,518952,1010731,42803,216591,445032,51486,209018,465835,25645504
2011,UT,49,113789,459035,745335,135889,437222,734424,593,10768,13114,640,9617,9152,3144,26687,41584,4179,25894,43731,2814797
2011,VA,51,359126,734298,1821988,456422,698337,1810384,61232,252916,480447,92795,246293,526646,18046,79091,171591,23045,76900,192880,8102437
2011,VT,50,41402,72745,184501,51445,68451,187267,162,2082,2651,163,1911,1952,293,1797,3616,388,2096,4275,627197
2011,WA,53,352485,732289,1781343,428050,695114,1748076,8029,61453,103033,8868,57447,85019,25109,112373,226899,36159,109202,256531,6827479
2011,WI,55,332187,642413,1553754,425627,611764,1521969,9129,81041,106859,13418,77361,113097,4547,39986,62323,6281,39884,64200,5705840
2011,WV,54,128744,208861,529998,163799,198381,534727,2730,11856,24376,4010,10741,18735,863,2264,6429,1000,2340,6752,1856606
2011,WY,56,33075,72114,168950,37531,67820,158458,182,1521,2606,196,1363,1567,550,4030,6329,722,3977,6500,567491
2012,AK,02,24776,67086,181061,23970,62734,157737,637,6623,11478,755,6170,8422,5323,33444,50604,6983,31418,51589,730810
2012,AL,01,246885,421388,1009922,318409,400492,1014201,49174,200567,356349,76123,196089,420484,3265,15261,33385,4229,15018,35391,4816632
2012,AR,05,176191,311021,696374,220760,294937,696248,16269,80302,129084,24137,78295,145310,2194,13245,25787,2823,12876,27023,2952876
2012,AZ,04,416976,753285,1612623,488101,719992,1609565,9600,62598,103477,11767,58329,92018,18183,104244,178712,25321,102016,189537,6556344
2012,CA,06,1598745,3987139,8757799,2014959,3808904,8468922,107391,428249,827198,148584,408925,837570,308884,847556,1984313,411079,808050,2190284,37944551
2012,CO,08,259143,616876,1456468,315732,582054,1421180,7694,46148,82089,9549,43420,70525,8044,42997,84029,11163,44603,91946,5193660
2012,CT,09,208976,364516,883276,279655,347480,898303,13916,70630,120236,21687,67357,134644,5317,26566,58109,6341,27154,61048,3595211
2012,DC,11,12141,20892,106323,13994,21399,103696,16554,41185,90151,27991,41485,108352,761,2667,10349,1246,2909,13642,635737
2012,DE,10,52838,77121,193476,65457,74342,199445,7846,34495,57667,11233,33773,66830,1533,5731,12687,1892,5643,13509,915518
2012,FL,12,1421126,1665461,4421489,1730016,1578908,4472087,121207,539659,943414,170631,521052,1032076,28221,88979,207491,36217,87257,236725,19302016
2012,GA,13,383064,834994,1909271,484560,790579,1886731,94312,513230,883459,148727,502128,1030278,12744,66768,137334,15498,64356,145547,9903580
2012,HI,15,28574,27094,131804,27841,25558,106617,862,6746,14808,601,6171,8895,65139,141162,283404,89146,133343,297434,1395199
2012,IA,19,199408,378595,844309,261109,360140,832422,2252,26019,32320,2791,24297,27233,1693,14074,27338,2242,14080,26522,3076844
2012,ID,16,97080,227773,436335,110525,216858,431904,252,4047,4926,206,3828,3233,1688,9973,17023,2253,9947,18059,1595910
2012,IL,17,617995,1320948,3076020,819844,1259324,3039548,76172,318767,531751,119770,309080,615850,30772,106159,241627,37620,103542,258240,12883029
2012,IN,18,357870,763841,1697783,469116,726556,1697704,21086,120704,176678,31692,116122,194800,3959,25805,51805,5160,25490,52818,6538989
2012,KS,20,162616,355903,750524,209300,337520,741659,5987,38700,58461,8522,36650,53613,3338,20740,37960,4241,20018,40272,2886024
2012,KY,21,252316,505809,1177486,326961,479873,1191468,12101,64506,110709,18365,61378,109952,2051,11366,23975,2739,11807,25003,4387865
2012,LA,22,196804,365421,906236,251613,347283,894602,55515,248328,418503,82907,241545,470774,4203,17405,39393,5114,17085,39336,4602067
2012,MA,25,373598,664688,1693154,509014,639085,1753708,17668,95118,165297,27000,91188,178949,14640,61762,142884,17540,62774,156202,6664269
2012,MD,24,242144,443930,1109614,312322,421968,1107570,67781,270327,517281,104213,262282,609521,17268,57029,126879,20805,55774,141667,5888375
2012,ME,23,99642,145408,380941,123712,137000,393228,401,5332,6178,412,4797,4289,778,4105,7478,1104,4359,8930,1328094
2012,MI,26,560475,1007804,2398682,710163,956219,2398615,57852,245000,404915,87156,235387,457454,12327,59038,113283,15177,57829,120913,9898289
2012,MN,27,308860,596459,1431091,389781,569977,1411879,5656,70857,94032,7248,67444,89536,7147,61335,95836,9419,60230,100713,5377500
2012,MO,29,352961,652512,1512368,452503,619385,1523981,25726,127199,202200,40584,122086,227707,5181,24626,50758,6445,24645,55160,6026027
2012,MS,28,131243,228124,534377,169634,215849,527058,39552,187640,304975,59515,183181,353418,1378,7651,15162,1922,7410,16510,2984599
2012,MT,30,71658,110892,277414,80298,104454,270320,129,1999,2838,113,1763,1704,2237,15583,21449,2979,15305,23033,1004168
2012,NC,37,482366,891811,2123954,619861,845428,2137668,84104,345150,612588,131186,335351,710695,12222,69364,129070,15534,68621,136837,9751810
2012,ND,38,43172,79461,201833,54830,75183,183908,132,3055,4479,108,2726,2737,1100,9909,14048,1440,9524,14582,702227
2012,NE,31,108655,230461,496630,139407,220084,488343,2581,20662,27860,3474,19540,26258,1385,13052,19857,1887,12814,20741,1853691
2012,NH,33,85651,151115,385623,105708,144732,389699,499,4443,7171,476,4111,5269,1015,5836,12413,1231,6217,13468,1324677
2012,NJ,34,442817,827381,1967819,605011,784658,1978870,50474,206455,383608,80642,199653,434970,34590,121469,276470,40667,118109,292008,8845671
2012,NM,35,122575,235406,512828,146209,225178,516654,2190,11022,19017,2324,10220,15140,8628,45668,75564,12512,45062,81518,2087715
2012,NV,32,147232,283827,672212,158237,270287,634660,10205,45654,80616,12380,43248,78847,13868,39831,89592,19116,38119,106739,2744670
2012,NY,36,943476,1702935,4266649,1276121,1622347,4301087,139412,522292,1005068,235237,507395,1175498,77562,236518,591826,95767,227076,648096,19574362
2012,OH,39,662277,1226748,2889312,873060,1166839,2920195,58642,263444,412208,89437,254008,457161,9080,39169,85953,11415,40514,91509,11550971
2012,OK,40,208906,384852,892290,263701,364495,886390,10244,60307,93427,14476,57524,93119,15977,91045,134006,20550,87831,140180,3819320
2012,OR,41,249295,430450,1063319,302806,409398,1065641,2718,19223,31075,3158,18031,25270,8933,42090,83044,11681,41493,92477,3900102
2012,PA,42,797392,1266418,3202256,1065957,1208168,3215134,54870,259016,429820,89122,247683,466833,15473,66728,143706,18452,67729,154366,12769123
2012,RI,44,62797,106002,274423,87444,101817,284288,2402,15878,25459,3394,15330,25879,1344,7485,14918,1720,7850,16463,1054893
2012,SC,45,246321,394187,967402,302683,374579,977405,55406,208460,370558,83704,203982,429145,3364,15017,32690,4392,15268,34464,4719027
2012,SD,46,51748,94798,217936,64207,89136,208268,190,3900,5892,201,3470,3437,1861,19553,23318,2695,19162,24087,833859
2012,TN,47,358413,643326,1538880,456896,611575,1568413,35769,184184,315132,56438,179716,359419,4335,21907,45621,5360,22038,48330,6455752
2012,TX,48,1104060,3192730,6306635,1382871,3045466,6246063,99861,544415,958385,147910,523576,1037580,47088,223318,465883,56701,215197,486381,26084120
2012,UT,49,119891,460811,754400,141649,438115,742759,631,10923,13754,675,9862,9704,3390,27424,43577,4485,26579,45517,2854146
2012,VA,51,379490,735274,1825405,476670,700018,1810014,64390,251481,487793,96649,245167,532557,19654,81256,177450,25333,79184,199671,8187456
2012,VT,50,43582,71594,182825,53452,67433,185623,183,2086,2765,170,1914,2003,320,1801,3714,427,2097,4372,626361
2012,WA,53,372547,727322,1784797,448285,691284,1748023,8610,62298,107126,9462,58698,88313,26959,114697,235199,38644,111410,264925,6898599
2012,WI,55,347133,635837,1548322,437876,606018,1516434,9621,80910,108484,14013,77101,114992,4928,40564,64716,6714,40530,66632,5720825
2012,WV,54,134456,207454,526215,168396,196837,530802,2847,11929,24496,4063,10778,18880,950,2270,6624,1095,2415,6939,1857446
2012,WY,56,34846,72156,170407,39161,68183,159141,205,1699,3682,220,1482,2392,597,4261,6613,778,4085,6748,576656
2013,AK,02,26471,66619,182078,25340,61979,157193,677,6722,11968,774,6301,8545,5604,33795,52005,7360,31745,52450,737626
2013,AL,01,254857,418143,1005903,326213,398622,1009984,51649,198291,361426,78756,194208,424400,3582,15238,34046,4662,15426,36180,4831586
2013,AR,05,180890,309630,694077,225295,293920,694585,17053,79770,130344,24872,77695,146565,2401,13447,26276,3095,13035,27509,2960459
2013,AZ,04,436541,750829,1620063,508025,718502,1617492,10350,63808,106696,12498,59660,95286,19441,105550,184284,27055,103186,195424,6634690
2013,CA,06,1659477,3956012,8797922,2076465,3786664,8504023,111929,422275,835857,154637,403519,844241,328221,855927,2028966,436154,816230,2235249,38253768
2013,CO,08,274404,616984,1472407,330619,582784,1434740,8153,46765,84993,9986,44008,72811,8670,44013,86934,12009,45625,94869,5270774
2013,CT,09,215089,357862,880227,285166,341495,893758,14604,69962,123361,22668,66946,136887,5740,26904,58853,6889,27402,61979,3595792
2013,DC,11,12764,21986,109414,14697,22595,105732,16916,41760,91658,28499,41951,110296,792,2963,10884,1319,3183,14150,651559
2013,DE,10,55278,76224,193369,68112,73711,199365,8391,34248,58686,11932,33624,68029,1688,5986,13382,2113,5789,14135,924062
2013,FL,12,1473267,1666978,4450833,1784403,1581657,4498219,128484,543300,962742,179785,524566,1051906,30914,90678,212905,39543,88921,242577,19551678
2013,GA,13,401187,830368,1899324,503043,788372,1879146,101327,511308,896954,157571,500783,1046742,14096,69078,142263,16940,66515,150575,9975592
2013,HI,15,30494,26927,132837,29332,25481,107069,943,6775,15496,654,6282,9179,67456,141713,284617,92226,133609,297732,1408822
2013,IA,19,204474,376846,844318,265008,359310,831660,2363,26873,34292,2935,25261,28754,1842,15119,29246,2410,15042,28182,3093935
2013,ID,16,101864,227650,438833,115108,217054,433928,281,4188,5199,224,3956,3399,1799,10142,17457,2450,10105,18416,1612053
2013,IL,17,637954,1304988,3067679,837067,1244641,3028233,78800,311909,537406,123751,302694,618777,33213,108154,249163,40492,105385,265472,12895778
2013,IN,18,369797,759391,1697783,480330,722863,1696857,21973,120948,180467,32712,116401,197703,4326,26895,54528,5607,26658,55336,6570575
2013,KS,20,167831,354310,749554,213420,335878,739420,6203,38591,59444,8739,36640,53901,3560,20951,39441,4501,20429,41493,2894306
2013,KY,21,261467,504099,1175623,335522,477945,1188371,12756,64972,112956,19061,61716,111690,2223,12013,24966,3005,12411,26110,4406906
2013,LA,22,203298,364436,905766,257422,346329,893685,58118,246625,423346,86012,240185,475706,4553,17668,39972,5517,17362,40040,4626040
2013,MA,25,386734,657585,1695365,521669,633531,1754480,18921,96743,171083,28419,92577,184516,15686,63627,148432,18824,64651,162315,6715158
2013,MD,24,250523,441188,1107519,319880,419880,1104374,71682,268184,524863,109996,260597,615548,18557,58606,129729,22525,57031,144515,5925197
2013,ME,23,104171,143225,378588,127687,134848,390612,430,5476,6422,434,4885,4463,866,4103,7661,1187,4323,9162,1328543
2013,MI,26,580126,995123,2395276,727283,945415,2391835,60099,240913,406779,90290,231481,457864,13356,60067,117999,16540,59094,125262,9914802
2013,MN,27,320607,591943,1431917,400610,566166,1411896,6131,72855,97640,7768,69230,92852,7640,62806,98907,10086,61578,104090,5414722
2013,MO,29,364146,647702,1510991,462636,614924,1520479,26809,126081,205319,42003,120928,230092,5608,25046,52010,6959,24923,56333,6042989
2013,MS,28,135393,226910,530878,172762,214579,523741,41244,184982,308703,61563,180970,356612,1514,7668,15701,2088,7556,16975,2989839
2013,MT,30,74826,111115,278281,82791,104457,271292,139,2088,2827,127,1868,1660,2352,15992,22049,3146,15545,23603,1014158
2013,NC,37,504172,887931,2127443,641895,843342,2141203,89024,344175,623555,137332,335097,721422,13282,71929,134295,17038,71359,142223,9846717
2013,ND,38,44269,81621,208011,55399,77452,187805,159,3456,5644,114,3089,3409,1173,10366,14629,1500,9972,15081,723149
2013,NE,31,111753,230765,497876,141821,219881,489053,2676,20950,28661,3612,19812,26745,1504,13593,20492,2046,13246,21327,1865813
2013,NH,33,90109,148260,384497,109875,142202,387843,537,4505,7441,519,4170,5453,1114,5952,13045,1387,6284,14079,1327272
2013,NJ,34,454713,816329,1961158,614898,775165,1969092,52274,204729,389162,83577,198350,437737,37223,122994,280861,43811,119349,296399,8857821
2013,NM,35,127589,232132,511231,151322,222143,513865,2284,11096,19475,2418,10218,15383,9130,46101,76979,13186,45441,82840,2092833
2013,NV,32,154909,282978,672648,165468,269623,636368,10811,46320,82410,13247,43971,80825,15096,40518,92205,20968,38623,109968,2776956
2013,NY,36,971071,1683641,4256284,1299884,1605803,4284579,144953,516282,1019214,242940,501808,1183263,83456,240549,600072,102556,231039,659094,19626488
2013,OH,39,683804,1215278,2881893,892171,1155178,2907943,60815,262691,419542,92521,254343,461834,9828,41011,90206,12387,42319,95928,11579692
2013,OK,40,214590,386623,893975,268977,366086,888118,10723,60669,95768,14975,57908,94707,16822,92371,137463,21589,89242,143285,3853891
2013,OR,41,260687,427218,1063046,313682,406715,1065496,2877,19317,31899,3339,18287,25880,9503,42487,85074,12512,41451,94640,3924110
2013,PA,42,819111,1249663,3191087,1082753,1192032,3197775,56997,258280,437608,91988,247096,471609,16743,69053,148202,19861,69992,159688,12779538
2013,RI,44,64573,104030,273740,88975,99992,282972,2582,15925,26254,3545,15438,26712,1456,7532,15333,1819,7938,16744,1055560
2013,SC,45,258670,394729,970040,314677,375452,981769,58343,206642,375004,87421,201771,433371,3731,15300,33602,4863,15662,35422,4766469
2013,SD,46,53743,95065,218906,65420,89576,209433,220,4113,6317,241,3642,3647,1929,19877,23788,2828,19502,24504,842751
2013,TN,47,372737,641598,1538399,470125,610782,1568340,37856,183406,319426,58933,179018,363288,4751,22511,47172,5896,22773,49932,6496943
2013,TX,48,1150445,3208676,6373569,1430641,3066225,6302597,106041,549151,984764,155285,528915,1061878,51861,231307,486303,62449,222732,506807,26479646
2013,UT,49,125510,465067,764013,146908,442083,752000,684,11136,14359,721,10085,10157,3642,28096,45208,4778,27161,47165,2898773
2013,VA,51,395715,734621,1827964,492886,699359,1809786,67721,249797,494973,100471,243731,538180,21248,83293,182774,27513,81043,204786,8255861
2013,VT,50,45600,70576,181841,55212,66330,184522,192,2110,2898,176,1931,2151,348,1834,3798,472,2106,4506,626603
2013,WA,53,389247,724279,1789255,465119,689308,1748198,9147,63167,110462,10133,59684,90763,29036,117410,243310,41382,114011,272341,6966252
2013,WI,55,359486,629160,1545593,447895,600460,1514215,10233,80797,110032,14586,76868,116376,5254,41730,67281,7130,41502,69414,5738012
2013,WV,54,139053,205878,521729,171889,195611,526052,3002,11987,24757,4149,10832,19084,990,2285,6775,1203,2444,7048,1854768
2013,WY,56,36414,72756,170555,40483,68571,159491,267,1840,3951,255,1620,2768,614,4334,6771,840,4217,6873,582620
2014,AK,02,28035,65729,180355,26702,61104,155379,723,6619,12077,807,6201,8531,5946,33817,52693,7791,31779,52787,737075
2014,AL,01,262478,416047,1000892,334227,396871,1005531,54313,196178,364215,82007,192270,427211,3890,15380,34619,5077,15691,36840,4843737
2014,AR,05,185467,308608,692033,230428,292893,692127,17968,79372,131239,25835,77156,147385,2640,13772,26851,3356,13446,28183,2968759
2014,AZ,04,456809,750976,1634269,529208,718732,1629158,11148,65217,110539,13428,61177,98746,20791,107232,190335,29103,104828,201177,6732873
2014,CA,06,1718725,3928731,8843349,2138509,3764246,8537236,117020,417181,848588,161230,398689,851171,349366,865472,2076257,463931,825594,2281411,38586706
2014,CO,08,288805,618483,1490779,345844,585016,1447238,8670,47775,88286,10461,44787,74846,9342,44949,89967,12815,46428,98146,5352637
2014,CT,09,220478,352230,875752,289934,335704,888020,15199,69469,125521,23738,66460,138763,6197,27595,61004,7540,27924,64169,3595697
2014,DC,11,13473,23144,111525,15387,23697,107793,17256,41972,92540,29039,42170,111123,825,3122,11358,1398,3266,14515,663603
2014,DE,10,57669,75645,193407,70699,73287,199290,8898,34244,59914,12655,33595,69212,1816,6131,13959,2277,5838,14595,933131
2014,FL,12,1526380,1673412,4494614,1842451,1588965,4539912,135848,546826,985120,189569,528361,1073498,33755,92293,219405,43379,90692,249400,19853880
2014,GA,13,417923,827863,1896779,520737,786544,1877745,108552,512415,912109,167183,502183,1065467,15482,70956,146868,18562,68126,155710,10071204
2014,HI,15,32554,26536,133122,30806,25195,107125,1057,6740,16092,726,6313,9495,69695,141256,284022,94934,132995,296672,1415335
2014,IA,19,210028,375859,842978,269495,358616,829943,2527,28009,36228,3075,26282,30159,2016,15916,31188,2603,15883,29838,3110643
2014,ID,16,106748,228583,442202,119691,217970,436955,309,4303,5495,243,4086,3589,1951,10406,17823,2596,10406,18892,1632248
2014,IL,17,656825,1288577,3051561,853776,1229314,3011886,81427,305652,541003,127760,296672,619614,35694,109543,254301,43598,106599,271290,12885092
2014,IN,18,382052,754884,1695017,492163,718580,1693658,22893,121238,183431,34051,116626,200129,4740,27964,57160,6080,27671,57682,6596019
2014,KS,20,172863,352778,748012,217674,334518,736862,6496,38456,60533,9088,36601,54098,3776,21272,40856,4790,20555,42633,2901861
2014,KY,21,270746,501138,1170773,344768,475471,1184115,13541,64826,114003,19926,61803,112603,2440,12438,25683,3271,12693,26754,4416992
2014,LA,22,209696,363900,904020,263434,346316,891692,61109,245475,426132,89427,239031,478566,4909,17916,40406,5951,17525,40433,4645938
2014,MA,25,399395,650602,1697643,533824,627876,1754462,20160,98132,177157,29910,93716,189663,16971,65547,154263,20434,66340,168769,6764864
2014,MD,24,257841,440010,1102588,327328,419183,1098758,76097,267181,531369,116359,259776,620609,19921,60115,132440,24325,58401,147763,5960064
2014,ME,23,108241,141292,376557,131808,133243,388594,460,5587,6754,463,5162,4880,975,4110,7970,1334,4327,9460,1331217
2014,MI,26,598869,983806,2391120,744372,935393,2383520,62543,237456,408885,93497,228449,458205,14320,60874,123185,17786,60277,129476,9932033
2014,MN,27,332363,588519,1430848,411366,563320,1409352,6599,75623,101745,8427,71949,96379,8159,64118,102521,10746,63057,107574,5452665
2014,MO,29,374689,643406,1508213,473086,611344,1516343,27898,125270,207478,43589,120322,231337,6043,25777,53572,7495,25598,57670,6059130
2014,MS,28,138909,225248,526791,176219,213518,520322,43368,182982,310193,63906,178790,358879,1649,7859,16003,2251,7787,17218,2991892
2014,MT,30,78074,111121,278697,85449,104533,271670,150,2109,2932,141,1899,1703,2511,16328,22375,3320,15704,23941,1022657
2014,NC,37,524274,884828,2130756,663898,841475,2145890,94298,343131,632548,144050,335268,729940,14416,74288,139033,18358,73656,147188,9937295
2014,ND,38,45548,83593,211635,56051,79228,190023,181,3810,6775,134,3480,4012,1191,10773,15100,1576,10238,15388,738736
2014,NE,31,115385,230661,498522,144916,219879,488779,2814,21268,29709,3809,20203,27299,1674,14459,21689,2262,14170,22457,1879955
2014,NH,33,94366,145785,385615,114119,139810,387542,590,4630,7749,543,4308,5611,1230,6087,13632,1536,6422,14682,1334257
2014,NJ,34,465340,806590,1953035,624466,766708,1957818,54251,203811,394113,86561,197160,440062,39879,124335,284654,47000,120751,300743,8867277
2014,NM,35,132454,228087,507339,156371,218222,508952,2396,11065,19801,2553,10185,15603,9648,46658,77621,13841,45805,83635,2090236
2014,NV,32,162367,283118,675569,172933,269402,640078,11441,47466,85178,14177,45155,84052,16421,41126,94959,22853,39151,113489,2818935
2014,NY,36,998025,1663031,4237735,1324589,1587187,4261035,150750,509640,1027924,250821,495193,1187742,89629,244231,609782,109780,234942,671395,19653431
2014,OH,39,705163,1204331,2871920,912000,1145219,2894195,63397,263086,425104,95632,254655,466244,10615,42917,94252,13477,44185,100181,11606573
2014,OK,40,219827,387262,893598,274239,366734,887406,11290,60960,97192,15529,58120,95830,17633,93560,140536,22706,90603,146162,3879187
2014,OR,41,272472,426938,1065847,325337,406378,1067661,3044,19771,33082,3532,18745,26876,10273,43311,88318,13482,42257,98123,3965447
