"fips","year","state","b_h_f_18to64","b_h_f_65o","b_h_f_U18","b_h_m_18to64","b_h_m_65o","b_h_m_U18","b_n_f_18to64","b_n_f_65o","b_n_f_U18","b_n_m_18to64","b_n_m_65o","b_n_m_U18","o_h_f_18to64","o_h_f_65o","o_h_f_U18","o_h_m_18to64","o_h_m_65o","o_h_m_U18","o_n_f_18to64","o_n_f_65o","o_n_f_U18","o_n_m_18to64","o_n_m_65o","o_n_m_U18","w_h_f_18to64","w_h_f_65o","w_h_f_U18","w_h_m_18to64","w_h_m_65o","w_h_m_U18","w_n_f_18to64","w_n_f_65o","w_n_f_U18","w_n_m_18to64","w_n_m_65o","w_n_m_U18","pov_tot","pov_u18","pov_18to64","pov_65o"
50,2011,"VT",174,9,134,212,7,166,1835,97,1777,2503,91,1916,173,1,100,159,3,95,4268,221,1996,3578,169,1702,2459,198,1565,2677,145,1620,200177,35878,66886,196577,26504,71125,"11.5%","14.9%","11.5%","7.0%"
50,2012,"VT",177,10,145,229,6,166,1889,97,1769,2613,100,1920,180,1,93,181,4,87,4380,238,2004,3670,179,1714,2606,207,1566,2734,160,1625,199848,36414,65867,196276,27237,69969,"11.8%","15.5%","11.7%","7.5%"
50,2013,"VT",186,10,127,231,7,150,2036,95,1804,2747,105,1960,188,3,106,181,5,98,4523,264,2000,3760,200,1736,2764,216,1608,2953,166,1653,199334,37420,64722,195845,28477,68923,"12.3%","15.3%","12.5%","8.0%"
50,2014,"VT",205,10,131,237,8,149,2126,95,1804,2857,111,1977,191,4,108,204,4,103,4654,283,1964,3897,213,1748,2868,227,1589,3038,172,1633,198709,38208,63746,195207,29445,67768,"12.2%","15.8%","12.4%","7.1%"
50,2015,"VT",211,11,144,247,8,160,2221,110,1882,3005,115,2028,199,6,108,218,6,107,5048,320,2079,4271,233,1920,2983,240,1592,3125,185,1664,197903,39096,62677,194641,30293,66754,"10.2%","13.3%","15.5%","12.5%"
50,2016,"VT",220,14,143,265,8,161,2294,117,1853,3143,123,2038,213,7,120,228,7,124,5255,346,2072,4459,257,1969,3071,249,1626,3269,198,1717,196804,39833,61805,193543,31245,65570,"11.9%","14.8%","17.2%","13.9%"
50,2017,"VT",222,15,145,282,11,167,2419,124,1818,3313,139,2059,210,10,122,249,8,128,5628,396,2199,4728,287,2103,3305,268,1641,3387,215,1777,195303,41675,60938,192016,33087,64738,"11.3%","13.8%","14.6%","13.5%"
50,2018,"VT",245,17,164,297,11,173,2464,146,1789,3502,141,2047,205,11,134,233,8,139,5769,448,2106,4782,301,2086,3430,297,1683,3494,237,1781,194022,43180,60243,190521,34791,63905,"11.0%","12.1%","11.2%","9.3%"
50,2019,"VT",262,17,175,292,13,201,2617,166,1766,3690,169,2038,212,14,132,248,8,126,5802,506,2137,4804,334,2124,3617,310,1673,3562,266,1790,192451,44502,59379,189126,36332,63185,"10.2%","10.2%","11.5%","6.1%"
51,2010,"VA",15816,549,11646,15590,321,12163,532159,62004,236620,479142,37293,242652,10122,271,6637,12040,192,7190,184693,12768,68396,160787,9719,69954,161527,6761,92395,182430,4193,97702,1772188,306187,604984,1751397,220501,635015,"11.1%","14.5%","10.5%","7.4%"
51,2011,"VA",16410,588,11881,16170,327,12383,538922,63521,234412,486835,38347,240533,10546,291,6664,12448,199,7276,191159,13929,70236,166300,10690,71815,167724,7274,96031,188699,4524,100926,1780833,310975,602306,1761039,226852,633372,"11.5%","15.3%","10.9%","7.5%"
51,2012,"VA",17040,592,12102,16911,359,12534,546356,65218,233065,495202,39711,238947,10913,318,6794,12764,232,7357,198477,15296,72390,172388,11720,73899,174096,7768,99337,194812,4847,104054,1787028,317792,600681,1770359,234877,631220,"11.7%","15.3%","11.3%","7.9%"
51,2013,"VA",17654,627,12571,17576,375,12926,553235,67135,231160,503494,41249,236871,11231,341,7010,13084,267,7653,204048,16679,74033,177976,12695,75640,179684,8409,102151,200506,5260,106868,1787438,327141,597208,1772567,245346,627753,"11.7%","15.7%","11.2%","7.4%"
51,2014,"VA",18327,660,13128,18226,402,13528,559566,69299,229364,511691,42810,234914,11544,378,7235,13309,290,7839,210973,18073,75953,184333,13777,77626,184880,9108,103949,205212,5763,108838,1784775,335663,593534,1772150,254611,623702,"11.8%","15.8%","11.2%","7.8%"
51,2015,"VA",19020,689,13632,18835,418,14162,565140,71382,228504,518859,44461,234009,11793,419,7670,13655,320,8196,217145,19665,77980,190692,15001,79570,189962,9931,106143,210240,6349,111951,1779355,343076,589349,1768021,262915,618794,"11.2%","14.8%","16.3%","14.3%"
51,2016,"VA",19650,738,14180,19380,454,14802,569435,73424,228525,523688,46080,233456,12097,477,8024,14093,361,8621,223381,21205,79916,196269,16316,81315,195606,10782,108828,215557,6948,115251,1773055,351028,586117,1762694,271244,614654,"11.0%","14.3%","14.6%","14.1%"
51,2017,"VA",20390,791,14865,20081,502,15539,572764,76660,228213,528316,48567,233427,12438,514,8336,14412,416,8998,229120,23174,81292,202129,17681,82827,201580,11671,112022,221642,7657,118985,1758976,368254,581471,1749599,287759,609943,"10.6%","14.0%","14.6%","13.8%"
51,2018,"VA",21227,891,15535,20639,570,16343,575373,80181,227723,531388,51386,233346,12684,575,8712,14615,458,9379,232833,25114,81759,205759,19056,83800,206895,12654,114505,226806,8402,122011,1746334,382552,577525,1737624,300850,605416,"10.7%","13.7%","10.2%","8.4%"
51,2019,"VA",21812,982,16088,21275,618,16908,577874,83806,227816,534813,54110,233483,13021,611,9099,15022,517,9752,237436,27112,82941,210358,20454,85021,212273,13634,117217,232226,9250,124797,1736271,395021,572844,1729930,311977,600273,"9.9%","13.4%","9.4%","7.1%"
53,2010,"WA",6875,154,6550,7412,118,7261,77757,5510,49808,94514,4418,52966,15942,439,14479,17712,334,14872,242709,22111,92870,208575,14424,95528,173351,6697,140060,196456,5491,147150,1685396,284827,558973,1686309,215834,589127,"13.4%","18.2%","12.9%","6.9%"
53,2011,"WA",7209,157,6818,7690,115,7539,80837,5684,50629,98624,4633,53914,16572,454,15634,18407,361,16041,252294,23370,93568,217888,15352,96332,179611,7100,143326,202005,5943,149998,1700529,288886,551788,1704461,221419,582291,"13.9%","18.3%","13.4%","8.5%"
53,2012,"WA",7470,155,7187,7998,129,7809,84273,5877,51511,102733,4876,54489,17097,483,16870,18953,383,17140,261279,24710,94540,226438,16384,97557,185668,7582,145618,207404,6365,151619,1708223,294835,545666,1714801,228774,575703,"13.5%","18.5%","12.9%","7.8%"
53,2013,"WA",7708,176,7437,8277,123,8111,86872,6140,52247,106074,5135,55056,17659,524,17961,19534,403,18146,269344,26196,96050,234968,17441,99264,191414,8189,147917,213651,6866,153737,1709955,303759,541391,1719398,238587,570542,"14.1%","18.8%","13.8%","8.1%"
53,2014,"WA",7906,199,7737,8627,141,8409,89481,6413,53060,109615,5432,55785,18322,560,18974,20213,423,19165,280410,27827,98327,245880,18633,101964,198374,8827,150103,220974,7433,156311,1715918,313177,537683,1730046,248053,567129,"13.2%","17.5%","12.7%","8.4%"
53,2015,"WA",8235,216,7985,8937,158,8667,92684,6759,54270,113304,5773,56805,19120,602,19682,21007,458,20185,292548,29654,100940,258358,20015,104531,205968,9623,152831,228318,8003,159228,1727107,321971,536392,1744172,257369,565412,"12.2%","15.5%","16.3%","15.2%"
53,2016,"WA",8634,226,8335,9423,164,9091,96233,7062,55472,118298,6096,58078,19893,653,20802,21873,475,21371,305264,31392,103793,271319,21319,107107,214949,10538,156650,238053,8642,163292,1742220,330811,537165,1762406,266140,566722,"11.3%","13.7%","14.6%","13.3%"
53,2017,"WA",9017,233,8797,9933,185,9513,99970,7572,56663,123531,6570,59398,20739,727,22036,22802,521,22564,318858,33685,107020,285558,22943,110053,223774,11563,159778,247064,9438,166027,1746578,348502,537041,1769784,282738,566776,"11.0%","14.3%","14.3%","14.3%"
53,2018,"WA",9368,259,9124,10392,199,9791,103635,8177,57805,128734,7056,60501,21471,760,22942,23451,564,23622,331078,36258,109276,298677,24834,112500,231837,12598,161760,254891,10280,167905,1746587,363424,534420,1772392,296397,563828,"10.3%","12.5%","10.2%","7.2%"
53,2019,"WA",9714,304,9429,10960,221,10089,106990,8753,58639,133515,7600,61435,22297,836,23600,24394,656,24344,341274,38934,111687,310265,26765,114619,241078,13677,163964,264393,11131,170002,1743041,377388,530941,1772038,309523,559528,"9.8%","12.0%","9.6%","7.5%"
54,2010,"WV",361,12,332,528,11,383,19149,2946,10408,24383,1653,11386,187,11,133,344,10,163,6533,499,2093,5997,431,2127,5140,493,3619,6402,376,3860,574252,116727,197053,566489,82998,206776,"18.1%","25.5%","17.8%","9.9%"
54,2011,"WV",380,15,348,545,15,421,19413,2937,10393,24886,1660,11435,204,9,144,372,9,163,6981,558,2196,6428,483,2101,5584,550,3740,6850,405,4084,575460,116932,194641,567054,84433,204777,"18.6%","25.8%","18.5%","9.4%"
54,2012,"WV",410,16,350,542,15,423,19601,2916,10428,25118,1668,11506,225,11,172,389,11,159,7161,637,2243,6640,534,2111,5888,573,3804,7181,433,4178,574969,117768,193033,566696,86361,203276,"17.8%","24.6%","17.9%","8.8%"
54,2013,"WV",429,15,365,567,16,457,19866,2923,10467,25447,1729,11530,221,12,180,406,14,150,7316,702,2264,6764,581,2135,6206,601,3814,7591,462,4230,571945,119189,191797,563899,88830,201648,"18.5%","27.0%","18.2%","9.4%"
54,2014,"WV",440,13,382,609,17,488,20069,2921,10517,25568,1785,11482,241,16,193,396,15,174,7442,769,2253,6947,623,2181,6481,633,3935,7889,505,4351,569269,120329,190384,560497,90709,200046,"18.3%","24.7%","18.7%","9.3%"
54,2015,"WV",452,15,400,627,21,485,20109,2906,10548,25753,1857,11408,266,16,207,405,18,212,7525,837,2252,7060,657,2223,6638,673,4088,8144,522,4504,565290,121052,188551,557152,92455,198004,"17.9%","25.2%","30.2%","23.3%"
54,2016,"WV",474,15,407,614,20,518,20176,2882,10470,25792,1925,11265,266,21,254,407,18,240,7658,911,2286,7159,711,2244,6886,701,4244,8296,548,4651,560256,121944,186174,552152,94073,195777,"17.9%","24.0%","27.8%","22.6%"
54,2017,"WV",492,15,431,655,23,522,20104,2959,10388,25714,2033,11184,287,22,267,433,22,255,7548,989,2208,7066,787,2201,6978,743,4269,8491,584,4673,551295,125924,183579,543377,98897,193268,"19.1%","25.9%","32.6%","23.5%"
54,2018,"WV",499,16,429,686,24,531,20065,3063,10366,25581,2172,11190,296,23,280,440,23,266,7379,1059,2185,6880,846,2199,7229,819,4423,8608,624,4865,543626,129214,181048,535464,102791,190744,"17.8%","24.5%","18.2%","10.0%"
54,2019,"WV",508,23,454,715,29,549,20094,3174,10230,25637,2364,11118,323,27,276,467,23,282,7394,1154,2197,6977,890,2247,7463,891,4513,8989,683,4937,536321,132704,178357,528403,106416,188434,"16.0%","20.1%","17.0%","9.3%"
55,2010,"WI",4345,99,4629,4090,100,4977,110626,8592,72843,104356,5336,75819,4181,121,4316,4772,104,4356,59603,3651,35072,56862,2452,35101,76259,3276,63711,88924,2431,67195,1555829,306908,552271,1568175,218617,580539,"13.2%","19.1%","12.3%","7.1%"
55,2011,"WI",4515,108,4744,4218,110,5044,113066,8826,72617,106136,5524,75997,4401,141,4616,4890,107,4669,62036,3903,35268,59265,2608,35317,78463,3474,65176,90446,2599,68420,1557886,307773,546588,1571310,221586,573993,"13.1%","18.2%","12.4%","7.5%"
55,2012,"WI",4693,120,4861,4403,118,5217,115104,9088,72240,107884,5700,75693,4543,152,4888,5061,117,5022,64494,4157,35642,61683,2783,35542,80690,3708,66637,92253,2774,69793,1559218,310694,539381,1573996,226432,566044,"13.2%","18.2%","12.7%","7.5%"
55,2013,"WI",4855,132,4961,4563,114,5413,116604,9371,71907,109653,5935,75384,4685,164,5140,5173,123,5376,67334,4361,36362,64296,2943,36354,82917,3967,67838,93987,3003,70680,1559526,315700,532622,1575215,232874,558480,"13.5%","18.4%","12.8%","9.0%"
55,2014,"WI",5019,140,5061,4779,122,5588,118284,9648,71866,111426,6163,75294,4792,182,5413,5298,138,5641,70078,4604,36902,66855,3128,36960,85130,4208,68880,95728,3228,71403,1560000,319156,525759,1575772,238625,551929,"13.2%","18.4%","12.7%","7.2%"
55,2015,"WI",5190,153,5141,4992,128,5705,119541,9966,71844,112817,6389,75454,4930,192,5730,5488,154,5973,72694,4815,37504,69403,3337,37408,87295,4481,69941,97714,3451,72395,1558182,321333,519482,1574859,243383,545463,"12.1%","16.4%","19.1%","15.4%"
55,2016,"WI",5359,162,5312,5255,137,5825,120678,10274,71850,114190,6634,75514,5113,194,6095,5588,163,6302,74976,5109,37946,72049,3548,37743,89818,4772,71151,100211,3719,73457,1556810,324154,513742,1573676,248343,539301,"11.8%","15.7%","18.3%","14.8%"
55,2017,"WI",5521,172,5463,5460,137,5946,121802,10678,72103,115668,7037,75957,5243,216,6442,5724,179,6651,77184,5434,38569,74116,3834,38269,92676,5052,72227,102658,4024,74453,1549813,334627,508762,1566795,260426,533829,"11.3%","14.5%","15.8%","14.0%"
55,2018,"WI",5755,192,5639,5734,153,6172,122789,11202,72166,116859,7453,76200,5428,240,6766,5898,209,6954,78132,5815,38590,75353,4086,38501,96270,5480,73422,105958,4416,75800,1544396,343109,503343,1561793,270676,528370,"11.0%","14.0%","10.8%","7.9%"
55,2019,"WI",5942,219,5794,5960,158,6262,123669,11782,71859,118114,7825,75845,5649,258,6960,6071,238,7113,79767,6216,38956,77164,4452,39071,98790,5849,73710,108428,4784,76104,1538647,352855,498810,1556344,281571,523345,"10.4%","13.5%","10.2%","7.4%"
56,2010,"WY",240,7,296,247,4,290,1266,141,1085,2138,116,1239,918,35,762,1066,34,800,5726,412,3125,5361,259,3089,12019,952,8755,14170,825,9108,156898,24683,59405,165653,19927,63480,"11.2%","14.3%","10.8%","6.8%"
56,2011,"WY",236,8,288,268,6,278,1374,145,1075,2396,118,1243,956,39,819,1116,35,902,5811,416,3158,5458,270,3128,12273,987,8885,14443,828,9232,157620,25109,58935,166223,20531,62882,"11.3%","15.6%","10.7%","6.2%"
56,2012,"WY",283,8,287,320,7,290,2178,143,1195,3444,116,1409,1024,39,906,1173,41,1041,6027,436,3179,5702,294,3220,12999,997,9090,15382,856,9439,158577,25729,59093,167867,21148,62717,"12.6%","16.9%","12.7%","4.8%"
56,2013,"WY",307,7,289,336,9,315,2570,139,1331,3748,125,1525,1069,40,975,1217,37,1121,6139,465,3242,5825,306,3213,13411,1035,9183,15629,886,9688,159111,26417,59388,168384,22070,63068,"10.9%","13.2%","10.7%","7.6%"
56,2014,"WY",284,9,310,337,11,329,2236,140,1296,3424,128,1512,1078,41,1058,1268,42,1262,6213,489,3247,5814,330,3226,13569,1083,9231,15912,916,9686,158687,27179,59254,168108,22711,62739,"11.2%","12.8%","11.7%","6.2%"
56,2015,"WY",284,9,334,340,10,331,2039,148,1273,3281,123,1532,1134,47,1117,1300,44,1325,6269,504,3212,5935,364,3281,13774,1133,9364,16015,981,9873,158730,27867,59468,168289,23435,63224,"11.1%","13.2%","17.5%","11.6%"
56,2016,"WY",282,10,357,353,11,351,2017,155,1238,3253,135,1541,1145,50,1165,1315,44,1400,6450,527,3148,5981,380,3265,13974,1180,9391,16138,1057,9983,157852,28413,58937,166893,24137,62715,"11.3%","11.1%","13.1%","10.4%"
56,2017,"WY",280,12,366,356,12,378,2000,179,1242,3178,153,1553,1119,57,1265,1312,45,1471,6545,580,3080,6110,419,3149,13994,1251,9266,16054,1152,9856,155442,29736,57701,163488,25724,61469,"11.3%","13.3%","15.5%","12.5%"
56,2018,"WY",304,15,389,378,14,394,2034,218,1209,3131,195,1485,1138,62,1341,1322,55,1544,6649,625,3055,6305,444,3128,14140,1353,9189,16110,1231,9762,154122,31103,56984,161928,27042,60656,"11.1%","13.8%","11.0%","7.3%"
56,2019,"WY",319,19,408,367,16,409,2047,220,1232,3120,210,1498,1143,64,1373,1350,62,1552,6615,649,2990,6288,484,3114,14406,1452,9187,16275,1305,9808,153755,32114,56413,161438,28417,59997,"10.1%","11.6%","10.3%","7.4%"
6,2010,"CA",96536,3853,81081,88478,2580,84403,765404,91451,340792,749909,61712,356384,245343,12607,171159,252795,8764,177725,1960327,243643,636053,1730832,174350,669229,3734074,278118,2337572,3847045,195310,2443518,5171597,1083684,1519982,5292704,801204,1609332,"15.8%","22.0%","14.5%","9.7%"
6,2011,"CA",100078,4092,80508,91883,2767,84025,774256,94012,335109,760157,63555,350475,252603,13264,168932,260136,9317,175361,2013254,255564,635936,1778850,183422,669965,3820841,290236,2342366,3925497,203423,2441292,5179996,1089265,1491210,5302224,813182,1579258,"16.6%","22.8%","15.3%","10.0%"
6,2012,"CA",103176,4337,79858,95413,2973,83556,782028,96613,329067,770616,65587,344693,259135,14006,167498,266957,9823,173377,2060099,268123,640552,1823348,193069,674179,3901912,302483,2338084,4003830,212359,2430598,5178704,1100782,1470820,5310133,830222,1556541,"17.0%","23.8%","15.6%","10.4%"
6,2013,"CA",106287,4648,79610,98755,3218,83273,788149,99794,323909,778132,67681,339002,265685,14770,166116,273559,10387,171859,2110462,280486,650114,1870323,202918,684068,3980217,316215,2332573,4080526,222032,2419677,5161702,1122354,1454091,5299273,855568,1536335,"16.8%","23.5%","15.6%","10.4%"
6,2014,"CA",109405,4978,79584,101992,3506,83255,794936,103082,319105,790127,69983,333926,271974,15603,164987,280152,11014,170761,2162726,295039,660607,1920428,214029,694711,4056289,330712,2326120,4159032,232309,2410250,5146807,1141937,1438126,5292683,878050,1518481,"16.4%","22.7%","15.3%","10.6%"
6,2015,"CA",112308,5375,79486,105310,3821,83408,800934,106092,314469,799596,72215,328943,277948,16434,164103,286352,11710,170117,2217758,311053,674053,1971795,226091,709346,4126826,346529,2318158,4233430,244080,2402381,5121770,1160293,1422392,5277988,900495,1501237,"15.3%","21.2%","22.2%","20.8%"
6,2016,"CA",115003,5718,79608,108508,4163,83452,805582,108775,310015,806995,73954,324435,283542,17402,163638,292169,12413,169740,2265415,327070,682991,2018474,238418,719113,4193773,362106,2309477,4301822,255938,2393527,5084732,1175742,1405442,5247803,919820,1482411,"14.3%","19.9%","20.7%","19.6%"
6,2017,"CA",117886,6119,79580,111628,4527,83534,807592,113139,306131,814232,77071,320768,288519,18583,163342,297352,13298,169435,2303347,346666,693801,2057686,253430,731473,4249876,379534,2296676,4361146,270403,2380484,5008488,1217255,1387428,5180676,963295,1463385,"13.3%","18.1%","18.8%","17.9%"
6,2018,"CA",120461,6616,79288,114690,4922,83612,808504,117561,302239,820279,80014,316850,293120,19777,162678,302030,14225,168988,2329266,366977,700330,2085663,268669,739108,4297708,397439,2279259,4410731,285424,2361767,4933649,1246917,1367852,5112970,993654,1444226,"12.8%","17.4%","11.7%","10.5%"
6,2019,"CA",122795,7017,79459,117200,5292,83824,807742,121997,298403,824510,83093,312428,296639,20978,164131,305737,15254,170569,2344271,388735,702710,2105497,285174,741777,4337263,415751,2256728,4451857,300448,2337202,4846002,1273345,1345119,5029236,1020347,1419080,"11.8%","15.6%","10.7%","10.5%"
8,2010,"CO",7647,198,7676,7068,122,8172,61630,5698,34976,72768,4152,37136,19380,948,13934,20240,719,14275,70170,5397,28992,61093,3515,27312,263707,19035,179475,278895,14568,188512,1217358,181035,400693,1231012,134409,425622,"13.4%","17.4%","12.8%","8.1%"
8,2011,"CO",7938,214,7726,7393,129,8284,63327,5942,35261,74899,4380,37377,19912,985,14135,20823,710,14423,72745,5746,29776,63275,3804,27933,271715,19889,182185,286533,15280,191354,1232385,185322,399919,1245682,139041,425458,"13.5%","17.9%","12.8%","7.8%"
8,2012,"CO",8237,227,7805,7752,153,8317,65424,6186,35615,77319,4559,37831,20528,996,14251,21414,715,14555,75449,6136,30352,65823,4121,28442,278793,20782,182794,293214,15957,191954,1246579,190758,399260,1261613,144827,424922,"13.7%","18.5%","13.0%","7.8%"
8,2013,"CO",8482,250,8004,8081,159,8436,67634,6431,36004,80118,4788,38329,21127,1040,14564,22111,725,14886,78172,6539,31061,68334,4434,29127,285956,21787,183477,300420,16751,192454,1259535,198081,399307,1277025,152615,424530,"13.0%","16.9%","12.6%","7.4%"
8,2014,"CO",8791,265,8145,8535,179,8604,69576,6675,36642,83253,4989,39171,21734,1064,14892,22623,793,15126,81227,6936,31536,71171,4722,29823,293016,22824,184978,308482,17572,193754,1272317,204925,400038,1294044,159486,424729,"12.0%","15.4%","11.8%","7.1%"
8,2015,"CO",9257,281,8366,9030,194,8875,71838,6920,37280,86425,5148,39872,22330,1134,15252,23218,837,15609,85266,7384,32418,74571,5051,31011,301311,23839,186678,318008,18454,195613,1290355,211379,401744,1317387,166007,425986,"11.5%","14.7%","16.8%","14.0%"
8,2016,"CO",9578,293,8537,9411,207,9067,73815,7097,37883,89323,5358,40390,22766,1166,15746,23907,930,16070,88846,7778,32979,77585,5417,31695,309013,24954,188098,326876,19368,196902,1306723,217470,402325,1337691,172508,426072,"11.0%","13.4%","13.8%","13.2%"
8,2017,"CO",9884,310,8661,9798,232,9277,75332,7421,38138,91488,5720,40728,23355,1223,16112,24464,1005,16614,91438,8357,33464,80303,5893,32366,316706,26470,189492,335533,20566,197474,1312354,230212,400720,1346218,185476,424617,"10.3%","12.0%","13.3%","11.5%"
8,2018,"CO",10267,342,8930,10332,264,9438,77388,7762,38867,94161,6036,41148,23939,1251,16604,24983,1050,17238,94494,8977,33951,83308,6355,33143,325695,27935,190534,344647,21880,198812,1320665,241611,399768,1356364,196759,422257,"9.6%","11.9%","9.3%","7.4%"
8,2019,"CO",10633,376,9023,10804,287,9634,78970,8121,38847,96418,6369,41243,24597,1358,16998,25613,1151,17551,96389,9714,34033,85076,6855,33277,333285,29461,189986,352589,23194,198510,1326093,252806,396920,1365626,207418,419261,"9.3%","10.9%","9.3%","7.2%"
9,2010,"CT",16918,649,12937,14108,423,13431,119814,12644,55384,105789,7320,58045,5212,207,3295,6093,144,3376,53851,3120,22392,50319,2508,21958,123466,7535,71083,123789,4996,74739,855456,190810,282050,830071,127644,297597,"10.1%","12.8%","9.9%","6.6%"
9,2011,"CT",17728,698,12907,14842,467,13566,121579,13126,54912,107876,7685,57506,5404,225,3306,6335,163,3360,55540,3360,23251,51848,2766,22617,127632,7995,72735,127957,5362,76135,851579,190459,278468,827127,128828,293288,"10.9%","14.9%","10.3%","6.8%"
9,2012,"CT",18461,753,12943,15538,523,13581,123456,13661,54414,110053,8038,57049,5596,249,3338,6634,185,3401,57885,3659,23816,53510,3097,23165,131830,8557,74238,131881,5754,77533,846062,191509,273242,823611,131006,286983,"10.7%","14.8%","10.1%","6.9%"
9,2013,"CT",19201,808,12997,16290,563,13623,125266,14280,53949,112662,8450,56339,5774,266,3367,6842,204,3475,58856,3972,24035,54206,3341,23429,135492,9140,75305,135752,6171,78520,839795,194497,266190,818326,135067,279342,"10.7%","14.5%","10.2%","7.4%"
9,2014,"CT",19913,868,12996,17057,606,13683,126859,14861,53464,114234,8823,55786,5968,279,3391,6983,222,3572,61104,4358,24533,56393,3603,24023,138709,9738,76502,139262,6609,79643,833204,196303,259202,812309,138050,272587,"10.8%","14.9%","10.0%","7.8%"
9,2015,"CT",20596,943,13147,17766,651,13821,128440,15453,53050,115844,9204,55336,6142,306,3468,7194,237,3558,62683,4713,24813,58147,3934,24587,141737,10339,77386,142377,7096,80167,825237,197305,252444,804637,140317,265486,"10.5%","14.5%","16.4%","13.9%"
9,2016,"CT",21142,1046,13414,18357,680,13940,129878,15958,52694,117233,9591,54935,6336,335,3588,7309,265,3694,63798,5090,25028,59075,4195,24946,144905,11148,78470,145486,7626,80946,816295,198619,246154,796337,142663,258654,"9.8%","12.9%","15.1%","12.1%"
9,2017,"CT",21929,1165,13932,19113,738,14433,131299,16686,52462,118719,10110,54557,6555,380,3951,7548,285,4009,64747,5550,25156,59957,4504,25271,148672,11937,79517,148748,8284,81854,803205,204157,240203,785060,148608,252023,"9.6%","12.6%","13.7%","12.3%"
9,2018,"CT",22847,1300,14413,20010,802,14894,132984,17402,52290,120281,10562,54122,6800,405,4274,7779,319,4389,65727,6024,25170,61264,4784,25457,153345,12798,81048,152609,9003,83293,792107,208105,234321,774862,153007,245764,"10.4%","14.1%","9.9%","7.9%"
9,2019,"CT",23584,1377,14869,20784,846,15433,134646,18159,52294,122437,11013,53811,6966,436,4478,8018,362,4591,66543,6425,25165,62135,5048,25555,156134,13562,81483,154793,9579,83786,780706,211762,228401,764592,156885,239364,"10.0%","14.1%","9.4%","7.3%"
